"DeptCode","Vote","VoteStatType","AuthorityCode_Text_English","AuthorityCode_Text_French","Item","FY2014","FY2015","FY2016","FY2017"
"FIN","S",0,"Interest on Unmatured Debt","Intérêt sur la dette non échue","SEC",-1047672626,-2551000000,-1022000000,-503000000
"FIN","S",0,"Losses on Foreign Exchange","Pertes d'opérations de change","SA",78362168,55377329,22752076,0
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","ME",8150000000,7630000000,7094000000,6566000000
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","SA",17772416,-65586566,81348310,0
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","SEB",2755580,0,-5000000,1000000
"FIN","S",0,"Other Interest Costs","Autres frais d'intérêts","SEC",-34483433,-21000000,-143000000,35000000
"FIN","S",0,"Payment of liabilities previously recorded as revenue","Paiement de dettes comptabilisées antérieurement à titre de revenus","SA",3677143,3013084,4658431,0
"FIN","S",0,"Payment to the Canada Infrastructure Bank","Paiements à la Banque d'infrastructures du Canada","SEC",0,0,0,19006000
"FIN","S",0,"Payment to the International Bank for reconstruction and development for the Agriculture Advance Market commitment (Bretton Woods and Related Agreements Act, section 8)","Paiement à la Banque internationale pour la reconstruction et le développement pour les garanties de marché en matière d'agriculture (Loi sur les accords de Bretton Woods et les accords connexes, section 8)","ME",10000000,0,0,0
"FIN","S",0,"Payments to International Development Association","Paiements à l'Association internationale de développement","ME",441610000,441610000,441620000,441610000
"FIN","S",0,"Payments to International Development Association","Paiements à l'Association internationale de développement","SEB",441610000,0,0,0
"FIN","S",0,"Payments to depositors of Canadian Commercial Bank, CCB Mortgage Investment Corporation and Northland Bank pursuant to the Financial Institutions Depositors Compensation Act","Paiements aux déposants de la Banque Commerciale du Canada, de la Compagnie de placements hypothécaires CCB et de la Norbanque conformément à la Loi sur l'indemnité aux déposants de certaines institutions financières","SA",68571831,68571831,68571831,0
"FIN","S",0,"Payments to provinces regarding sales tax harmonization (Part III,I -Federal-Provincial Fiscal Arrangements Act)","Paiements aux provinces relatifs à l'harmonisation des taxes de vente (partie III.I - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",-319800000,-319800000,0,0
"FIN","S",0,"Purchase of Domestic Coinage","Achat de la monnaie canadienne","ME",122500000,108000000,96000000,104000000
"FIN","S",0,"Purchase of Domestic Coinage","Achat de la monnaie canadienne","SA",-16828450,-17452884,-2445062,0
"FIN","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",155612,0,0,0
"FIN","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",82300,84100,83500,84400
"FIN","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",-167,-583,0,0
"FIN","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",1407,1822,15568,0
"FIN","S",0,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)","ME",34118831,34378000,42362809,42355839
"FIN","S",0,"Statutory Subsidies (Constitution Acts, 1867-1982, and other statutory authorities)","Subventions législatives (Lois constitutionnelles de 1867 à 1982, et autres autorisations législatives)","SEC",244333,-15191,-6970,0
"FIN","S",0,"Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act)","Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",3469215474,3561034002,3536327825,3681830727
"FIN","S",0,"Territorial Financing (Part I.1 - Federal-Provincial Fiscal Arrangements Act)","Financement des territoires (Partie I.1 - Loi sur les arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",0,0,66651901,0
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","ME",-815902000,-853046000,-890667000,-888654000
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","SA",39258489,31543134,34476715,0
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEB",1831000,0,66033000,27231000
"FIN","S",0,"Youth Allowances Recovery (Federal-Provincial Fiscal Revision Act, 1964)","Recouvrement ayant trait aux allocations aux jeunes (Loi de 1964 sur la révision des arrangements fiscaux entre le gouvernement fédéral et les provinces)","SEC",7665000,10889000,-14377000,-10802000
"FJA",1,1,"Operating and Program","Fonctionnement et Programme","ME",8643425,7942728,7833778,8779358
"FJA",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,1000000,1141190,0
"FJA",1,1,"Operating and Program","Fonctionnement et Programme","SEB",66419,0,431450,0
"FJA",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,265150
"FJA",1,1,"Operating and Program","Fonctionnement et Programme","VA",457196,450907,444470,754379
"FJA",5,1,"Operating and Program","Fonctionnement et Programme","ME",1513611,1513611,1513611,3525036
"FJA",5,1,"Operating and Program","Fonctionnement et Programme","SEA",0,2000000,1500000,0
"FJA",5,1,"Operating and Program","Fonctionnement et Programme","SEB",1600000,0,0,700000
"FJA",5,1,"Operating and Program","Fonctionnement et Programme","VA",98853,75681,97102,129079
"FJA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",666777,964338,988156,910616
"FJA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",158940,-186791,-222955,0
"FJA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,11400,0
"FJA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,18220,0
"FJA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,18580
"FJA","S",0,"Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office","Traitements, indemnités et pensions des juges, pensions aux conjoints et aux enfants des juges et montants forfaitaires versés aux conjoints des juges qui décèdent pendant leur mandat","ME",500885033,514430443,544838708,558662575
"FJA","S",0,"Judges' salaries, allowances and annuities, annuities to spouses and children of judges and lump sum payments to spouses of judges who die while in office","Traitements, indemnités et pensions des juges, pensions aux conjoints et aux enfants des juges et montants forfaitaires versés aux conjoints des juges qui décèdent pendant leur mandat","SA",4804580,18212602,-9951775,0
"FJA","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",269,211,211,0
"FO",1,1,"Operating and Program","Fonctionnement et Programme","ME",1101569625,1181570672,1238519588,1258375596
"FO",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,46471301,131283518,215272236
"FO",1,1,"Operating and Program","Fonctionnement et Programme","SEB",20433573,0,19885737,5607697
"FO",1,1,"Operating and Program","Fonctionnement et Programme","SEC",22391186,50263172,7222088,-999856
"FO",1,1,"Operating and Program","Fonctionnement et Programme","VA",74355503,46248449,60996324,116947638
"FO",10,3,"Grants & Contributions","Subventions et Contributions","ME",57853950,88932871,65510981,70969884
"FO",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,4303802,28939067,64265647
"FO",10,3,"Grants & Contributions","Subventions et Contributions","SEB",33117499,0,4990846,21343917
"FO",10,3,"Grants & Contributions","Subventions et Contributions","SEC",538517,3685087,2557557,3159860
"FO",5,2,"Capital","Capital","ME",325273149,495982360,809655097,751805774
"FO",5,2,"Capital","Capital","SEA",0,152552709,138943032,79887440
"FO",5,2,"Capital","Capital","SEB",123236424,0,1588390,28362326
"FO",5,2,"Capital","Capital","SEC",0,128775063,7940611,881
"FO",5,2,"Capital","Capital","VA",37870228,65716950,106791425,112710012
"FO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",120533824,122672345,127280423,119721274
"FO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",1153473,-8981695,-17981643,0
"FO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,1501938,3883689,15936478
"FO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",1371870,0,1841055,1154471
"FO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",403550,1762180,230063,128703
"FO","S",0,"Losses on Foreign Exchange","Pertes sur opérations de change","SA",564483,0,14155,0
"FO","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",94510,770457,24129,0
"FO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400
"FO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,228,-18455,0
"FO","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3183217,4041765,6417822,0
"FORDQ",1,1,"Operating and Program","Fonctionnement et Programme","ME",37907218,38266985,38180803,36755088
"FORDQ",1,1,"Operating and Program","Fonctionnement et Programme","SEB",412021,0,0,0
"FORDQ",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,-9600
"FORDQ",1,1,"Operating and Program","Fonctionnement et Programme","VA",2025089,1895361,1913349,3993037
"FORDQ",5,3,"Grants & Contributions","Subventions et Contributions","ME",205309446,217995801,260021718,262729505
"FORDQ",5,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,15600000,0
"FORDQ",5,3,"Grants & Contributions","Subventions et Contributions","SEB",6858605,0,-160000,5885000
"FORDQ",5,3,"Grants & Contributions","Subventions et Contributions","SEC",0,3437000,0,0
"FORDQ","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",4623953,4819408,4917420,4331876
"FORDQ","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-380355,-749365,-1029868,0
"FORDQ","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",18321,42809,53958,0
"FTRAC",1,1,"Operating and Program","Fonctionnement et Programme","ME",43803658,44954660,51042501,45942822
"FTRAC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,3839764,0,0
"FTRAC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",1634256,0,473938,420000
"FTRAC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,127996,0,0
"FTRAC",1,1,"Operating and Program","Fonctionnement et Programme","VA",2133950,2335132,2167459,3597468
"FTRAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",5385654,5495520,5654561,5282731
"FTRAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-418578,-458115,-777616,0
"FTRAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",19559,0,86062,0
"FTRAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,22004,0,0
"FTRAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",0,0,46,0
"GG",1,1,"Operating and Program","Fonctionnement et Programme","ME",17150426,17165126,20034516,19705766
"GG",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,1793008,0,0
"GG",1,1,"Operating and Program","Fonctionnement et Programme","VA",1009829,764577,412554,1189280
"GG","S",0,"Annuities payable under the Governor General's Act","Pensions payables en vertu de la Loi sur le gouverneur général(L.R.C. (1985), ch. G-9)","ME",555000,631700,573620,646920
"GG","S",0,"Annuities payable under the Governor General's Act","Pensions payables en vertu de la Loi sur le gouverneur général(L.R.C. (1985), ch. G-9)","SA",-3639,-71514,-6151,0
