"id","subject_class","subject_id","fyear1","fyear2","topic_keys","footnote_fr"
994,"program","NR-BTO07","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires de l'Initiative du Bureau de gestion des grands projets prenant fin le 31 mars 2020.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
995,"program","NR-BTO07","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié à l'expiration des autorisations budgétaires des mesures intérimaires dans le cadre d'une évaluation environnementale prenant fin le 31 mars 2019.

Le déclin entre les dépenses prévues de 2019-2020 et de 2020-2021 est principalement lié à l'expiration des autorisations budgétaires de l'Initiative du Bureau de gestion des grands projets prenant fin le 31 mars 2020.

Toute décision gouvernementale concernant le renouvellement de ces programmes sera incluse dans les prochains documents."
996,"program","NR-BTO08","2018-19","2018-19","PLANNED_FTE,DP_FTE","Le déclin entre les ETP prévus de 2018-2019 et de 2019-2020 est principalement lié à l'expiration des autorisations budgétaires de la Stratégie emploi jeunesse - Initiative des emplois verts prenant fin le 31 mars 2019.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
997,"program","NR-BTO08","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié à l'expiration des autorisations budgétaires de la Stratégie emploi jeunesse - Initiative des emplois verts prenant fin le 31 mars 2019.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents.
"
998,"program","NR-ISC00","2016-17","2016-17","EXP,DRR_EXP","La réduction de l’écart est principalement attribuable à une redistribution des dépenses de l’Initiative sur les infrastructures fédérales et des dépenses immobilières liées aux édifices à vocation spéciale, prévues dans les Services internes, tandis que les coûts réels sont associés au programme approprié. En outre, l’Initiative a enregistré un surplus reporté au prochain exercice. Cette réduction est également compensée par un financement obtenu grâce au budget supplémentaire des dépenses pour l’Initiative sur les infrastructures fédérales et d’autres programmes."
999,"program","NR-ISS01","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié à des fonds mis de côté pour adresser l'impact résiduel des augmentations rétroactives des négociations collectives convenues l'année précédente."
1000,"program","NR-ISS08","2018-19","2018-19","PLANNED_EXP,DP_EXP","Le déclin entre les dépenses prévues de 2018-2019 et de 2019-2020 est principalement lié à l'expiration des autorisations budgétaires de l'Initiative pour l'infrastructure fédérale prenant fin le 31 mars 2019.

Toute décision gouvernementale concernant le renouvellement de ce programme sera incluse dans les prochains documents."
1001,"program","NRC-APY00","2016-17","2016-17","EXP,DRR_EXP","Cet écart est principalement attribuable aux retards associés à la participation du Canada au projet du Télescope de trente mètres (TMT). Le TMT est une collaboration internationale visant à construire l’un des télescopes optiques les plus modernes sur Terre, qui permettra aux astronomes d’observer les régions les plus éloignées de l’univers. Le projet a été retardé en raison de conditions hors du contrôle du CNRC et du Canada à l’emplacement proposé. Le CNRC a reporté 46,6 M$ en subventions et en contributions liées au TMT de l’exercice 2016-2017 à 2017-2018."
1002,"program","NRC-BMM00","2016-17","2016-17","EXP,DRR_EXP","Le budget de 2016 a octroyé au PARI un financement additionnel de 50 M$ pour l’exercice 2016-2017 afin de déployer ses divers fonds, services-conseils et initiatives éprouvés en vue d’accroître le soutien à l’innovation à un plus grand nombre encore d’entreprises."
1003,"program","NRC-BMM00","2016-17","2016-17","FTE,DRR_FTE","Le nombre d’ETP réels (369) a raté de peu la cible de 410. L’écart est principalement attribuable à la difficulté de recruter des conseillers en technologie industrielle en raison de leurs compétences uniques. Outre cette difficulté particulière, la dotation au sein du PARI suit les fluctuations habituelles du recrutement, des départs à la retraite et du roulement de personnel."
1004,"program","NRC-BNQ02","2018-19","2018-19","PLANNED_EXP,DP_EXP","La variation est principalement dû à l'élimination progressive du financemant annoncer dans le Budget 2013 pour l'Initiative de recherche et de développement en génomique."
1005,"program","NRC-BNQ02","2018-19","2018-19","PLANNED_FTE,DP_FTE","L’écart est principalement attribuable à l’élimination graduelle en 2018-2019 des fonds du budget de 2013 pour l’Initiative de R-D en génomique (IRDG"
1006,"program","NRC-BNQ06","2018-19","2018-19","PLANNED_EXP,DP_EXP","La variation est principalement dû au report de budget des fonds non-dépensés de 2017-18 à 2018-19 pour 80,3 M$ ainsi qu'une diminution du financement attribuable au profil de financement original pour la construction et la mise en service de l'observatoire international du Télescope de trente mètres."
1007,"program","NRC-BNQ08","2018-19","2018-19","PLANNED_EXP,DP_EXP","La variation est principalement attribuable à l'élimination progressive du financement pour le Programme canadien des accélérateurs et incubateurs ainsi que le financement additional de 10,0 M$ annoncé dans le Budget 2017 pour le Programme Contributions à la Stratégie emploi jeunesse"
1008,"program","NRC-BNQ17","2018-19","2018-19","PLANNED_EXP,DP_EXP","La variation est causée par l'élimination progressive du financement additional annoncé dans le Budget 2014 et Budget 2015."
1009,"program","NRC-BNQ21","2018-19","2018-19","PLANNED_EXP,DP_EXP","La variation est principalement attribuable à la diminution du financement du au profil de financement de l'Initiative visant les infrastructure fédérales annoncée en 2014."
1010,"program","NRC-CTA00","2016-17","2016-17","EXP,DRR_EXP","L’écart entre les dépenses prévues et les dépenses réelles est attribuable à un changement dans les pratiques comptables. Plus particulièrement, les dépenses prévues comprennent 40,0 M$ pour un projet découlant de l’initiative fédérale de 2014 liée aux infrastructures. Cependant, les dépenses réelles ont été déclarées dans les Services internes compte tenu de la nature horizontale et trans-organisationnelle des projets de l’initiative fédérale liée aux infrastructures. À ce titre, les valeurs des dépenses prévues et des dépenses réelles ne sont pas directement comparables."
1011,"program","NRC-ISS08","2018-19","2018-19","PLANNED_EXP,DP_EXP","La variation est principalement attribuable à la diminution du financement du au profil de financement de l'Initiative visant les infrastructure fédérales annoncée en 2014."
1012,"program","NSERC-CBA00","2016-17","2016-17","FTE,DRR_FTE","L’écart est attribuable au réalignement des ressources de ce sous-programme"
1013,"program","NSERC-CBB00","2016-17","2016-17","FTE,DRR_FTE","L’écart est attribuable à un changement dans l’affectation des services internes pour les programmes, basés sur le Guide du SCT sur l’enregistrement des dépenses des services internes à partir du 1er avril, 2015"
1014,"program","NSERC-CBB00","2016-17","2016-17","EXP,DRR_EXP","L’écart est attribuable aux fonds non utilisés provenant d’autres programmes du CRSNG, tranférés à Instruments et outils de recherche au titre du sous-programme 1.2.2 et résulte du lancement du Fonds d’excellence en recherche Apogée Canada, où les montants du financement avaient été alloués au moyen du Budget Supplémentaire des dépenses."
1015,"program","NSERC-CBC00","2016-17","2016-17","FTE,DRR_FTE","L’écart est attribuable à une réorientation des ressources  pour soutenir les collaborations entre entreprises et chercheurs,  une mise en œuvre du budget fédéral 2015"
1016,"program","NSERC-ISC00","2016-17","2016-17","EXP,DRR_EXP","L’écart au titre des ETP est attribuable à un changement dans la réaffectation des services internes aux programmes, conformément au Guide sur les dépenses dans les services internes : comptabilisation, établissement de rapports et attribution du SCT entré en vigueur le 1er avril 2015. Ces postes sont maintenant comptés dans les trois secteurs des programmes du CRSNG (Les gens, La découverte et L’innovation)."
1017,"program","NSERC-ISC00","2016-17","2016-17","FTE,DRR_FTE","L’écart au titre des ETP est attribuable à un changement dans la réaffectation des services internes aux programmes, conformément au Guide sur les dépenses dans les services internes : comptabilisation, établissement de rapports et attribution du SCT entré en vigueur le 1er avril 2015. Ces postes sont maintenant comptés dans les trois secteurs des programmes du CRSNG (Les gens, La découverte et L’innovation)."
1018,"program","OAG-AHF00","2016-17","2016-17","EXP,DRR_EXP","Selon le RPP de 2016-17, les dépenses budgétaires totales (budget principal des dépenses) était $78,534,000.  Dans l’ensemble, la variance est donc $ 495 225 (différence de moins de 10 %).  ""Dépenses prévues"" du BVG, comme indiqué dans la colonne F, comprend le coût des services fournis gratuitement par d’autres entités gouvernementales, ainsi que d'autres ajustements ordinaires, comme les fonds reportés à un exercice ultérieur, les congés parentaux et les indemnités de  départ, et d'autres écarts causés par la mise en oeuvre de la comptabilité d'exercice."
