service_id,year,cra_business_ids_collected,sin_collected,phone_inquiry_count,online_inquiry_count,online_application_count,live_application_count,mail_application_count,other_application_count,comment_en,comment_fr
879,2018,Not Applicable,Not Applicable,700.0,0.0,0.0,0.0,0.0,122519.0,"DAS is a forensic drug analysis service providing identification of seized materials in support of the Controlled Drug and Substances Act.  All of DAS' clients are enforcement agencies at the federal, provincial or municipal levels.  DAS will analyze  upto 130,000 exhibits submitted by these agencies in a given year. The resquest are submitted either by courrier or in person. The clients can contact the labs by email, fax or phone. It is estimated that over 7000 phone inqueries are received yearly. Email and fax requests are not numbered. Effectiveness of service is measured in several ways including in person client meetings as well as satisfaction surveys.","Les Services d'analyse des drogues procèdent à l'identification des produits saisis, en application de la Loi réglementant certaines drogues et autres substances. Tous les clients des SAD sont des organismes d'exécution de la loi fédéraux, provinciaux ou municipaux. Les SAD analysent plus de 130 000 éléments de preuve soumis par ces organismes en cours d'année. Les demandes sont présentées par service de messagerie ou en personne. Les clients peuvent communiquer avec les laboratoires par courriel, télécopieur ou téléphone. Le nombre de demandes reçues par téléphone chaque année est estimé à plus de 7000. Les demandes par courriel et par télécopieur ne sont pas comptabilisées. L'efficacité du service est mesurée de plusieurs façons, entre autres au moyen de rencontres avec les clients en personne et de sondages de la satisfaction."
1358,2018,Not Applicable,Not Applicable,0.0,0.0,,0.0,,2.0,"The number provided under “Number of Applications Through Other Channels” is the total of requests received throught telephone, referrals and emails. This service does not utilize the following service delivery channels, and therefore data on use of these channels is not applicable: Online Applications, Applications by Mail.","Le nombre présenté sous le « Nombre d’applications via d’autres canaux » est le nombre total d’applications reçues par téléphone, par renvois, par courrier et par courriels. Ce service n’utilise pas les canaux de prestation de services suivants et, par conséquent, les données relatives à l’utilisation de ces canaux ne sont pas applicables : applications en ligne, applications par courrier."
1575,2018,No,No,,,,,,,Volume not available for this service,Volume non disponible pour ce service
955,2018,Not Applicable,Not Applicable,,,,,,,Data are not yet available.,Données ne sont pas encore disponibles.
1604,2018,No,Not Applicable,0.0,139.0,0.0,0.0,0.0,0.0,,
1334,2018,Not Applicable,Not Applicable,0.0,0.0,,,,0.0,"The number of phone calls received has not been recorded. 
Website visit numbers are currently unavailable.
Email requests have come to the Canadian Occupational Projections general inbox. However, it is unclear whether they have been redirected from the website or from other channels. 
Number of website visits, in-person visits, and applications submitted online do not apply to this service due to the nature of the service.","Le nombre d’appels reçus n’a pas été enregistré. 
Le nombre d’appels reçus n’a pas été enregistré. 
Le nombre de visites reçues par le site Web n'est pas disponible.
 
Les demandes envoyées par courriel arrivent dans la boîte de réception générique du système sur la projéction des professions. Toutefois, elles peuvent avoir été redirigées à partir du site Web ou par un autre moyen. 

En raison de la nature de ce service, les données sur les visites du site Web, les visites en personne et les demandes soumises en ligne ne sont pas pertinentes."
1585,2018,No,Not Applicable,,,,,,,Program is fully allocated and not accepting applications,Les fonds pour ce programme ont été entièrement affectés et n'accepte aucune proposition
770,2018,Not Applicable,No,1043.0,56447.0,0.0,0.0,0.0,1110.0,"The United States Government requires a Statement of Need from the central ministry of health of the J1 Visa applicants' home country.  (In this case, Health Canada.)     - In September 2018, SON Program administrative changes were made which resulted in a decline in inquiries; number of applications remains steady.","""Le gouvernement des États-Unis exige une déclaration des besoins (DB) du ministère de la Santé du pays d'origine du demandeur du visa J1. (Dans ce cas, Santé Canada.)
En septembre 2018, le nombre de demandes de renseignements a diminué en raison de changements administratifs au programme de DB; mais le nombre de demandes est demeuré stable."""
984,2018,Not Applicable,No,0.0,0.0,0.0,0.0,0.0,0.0,Data on the specified volumetrics is not currently tracked by SHRS.,Les données sur les volumétries spécifiées ne sont pas actuellement suivis par SPRH.
900,2018,Not Applicable,Yes,528037.0,1378974.0,,,349150.0,134419.0,"This service results in electronic payments being deposited into plan members’ (e.g. retirees and annuitants) accounts. Work is underway between PSPC-Pension, Digital Services Branch, Shared Services Canada and Pension Plan Sponsors to assess the feasibility of expanding e-services capabilities for the administration of public sector pension plans in order to align with industry best practices and better meet the needs of public sector pension plan members. However, this will be an iterative process, in which options for implementation and timelines will be evaluated and determined.

Blank indicates that the service is not offered through this method.","Ce service donne lieu au dépôt de paiements électroniques dans les comptes des participants aux régimes (p. ex. retraités et pensionnés). Les responsables des pensions à SPAC, la Direction générale des services numériques, Services partagés Canada et les promoteurs des régimes de pension travaillent actuellement ensemble afin d’évaluer la faisabilité de l’expansion des capacités de services électroniques pour l’administration des régimes de pension de la fonction publique, et ce, pour aligner nos façons de faire sur les pratiques exemplaires de l’industrie et pour mieux répondre aux besoins des participants aux régimes de pension de la fonction publique. Il s’agira toutefois d’un processus itératif où les options de mise en œuvre et les échéances seront évaluées, puis déterminées.

Cellule vide indique que le service n'est pas offert par cette méthode."
1602,2018,No,Not Applicable,0.0,4381.0,0.0,0.0,0.0,0.0,,
1611,2018,No,No,0.0,1665.0,0.0,0.0,0.0,0.0,,
1658,2018,Not Applicable,Not Applicable,221.0,,,,,1716.0,"Data for the number of website visits, the number of online application, in-person applications, and mail application are not available.","Les données sur le nombre de visites sur le site Web, le nombre de demandes en ligne, les demandes en personne et les demandes par la poste ne sont pas disponibles."
758,2018,No,No,0.0,,1892.0,0.0,0.0,0.0,"Service is offered by these channels, but is not tracked.
The service is not an information-based service; no website visits were entered.","Les composants de ce service sont disponibles par différentes méthodes mais les données ne sont pas collectées sur le nombre de demandes.
Le service n'est pas un service basé sur l'information."
763,2018,No,Yes,22185.0,900.0,0.0,0.0,70.0,674.0,,
1130,2018,Not Applicable,No,,,,,,,"Feedback/Volume: Gcshare currently has monthly face-to-face client engagement meetings with its client (PSPC). In future, when the service is expanded to OGDs and external, mechanisms to track service will be introduced.","Commentaires / Volume: Gcshare organise actuellement des réunions mensuelles en personne avec ses clients (SPAC). À l'avenir, lorsque le service sera étendu aux autres ministères et à l'externe, des mécanismes de suivi du service seront mis en place."
982,2018,Not Applicable,Not Applicable,,,,,2810.0,18916.0,Stats above are annual for 2018,Statistiques ci-dessus pour l'année 2018 au complet
1375,2018,No,Not Applicable,0.0,0.0,0.0,0.0,0.0,0.0,Data is not available (not tracked).,Aucune donnée n’est disponible puisque les données sur ce programme ne sont pas compilées.
