"IndicatorID","ResultID","Title_en","DateToBeAcheivedYear","DateToBeAcheivedMonth","ResultExp_en","datatype","MinTarget_num","MaxTarget_num","TargetResult_en","Document","Actual_Datatype","actual_Result_en","status_color","period"
"NI007-0047-2016","NR007-0036-2016","Percentage of the general population within selected regions receiving Air Quality Health Index (AQHI) who report that they recall seeing or hearing AQHI information",2017,3,"Data for this indicator was not collected in 2016-2017. The next assessment will be in a future year.","percent_range",15.00,20.00,"","drr16","text",".","not_avail","past"
"NI007-0047-2017","NR007-0036-2017","Percentage of the general population within selected regions receiving Air Quality Health Index (AQHI) who report that they recall seeing or hearing AQHI information",2018,3,"Every 4 to 5 years","percent_range",15.00,20.00,"","dp17","","","",""
"NI007-0048-2016","NR007-0037-2016","Annual number of downloads of climate datasets",2017,3,"","num",25000.00,"","","drr16","num",83139,"success","past"
"NI007-0048-2017","NR007-0037-2017","Annual number of downloads of climate datasets",2018,3,"Annual","num",25000.00,"","","dp17","","","",""
"NI007-0049-2016","NR007-0038-2016","Combined level of satisfaction of the main clients of the Meteorological Service of Canada (MSC) in terms of accessibility, timeliness and accuracy of products and services",2017,3,"","num",7.50,"","","drr16","num",8.6,"success","past"
"NI007-0049-2017","NR007-0038-2017","Combined level of satisfaction of the main clients of the Meteorological Service of Canada (MSC) in terms of accessibility, timeliness and accuracy of products and services",2018,3,"Target 7.5
Annual","num",7.50,"","","dp17","","","",""
"NI007-0050-2016","NR007-0039-2016","Average rating, on a scale of 1 (very unsatisfactory) to 10 (very satisfactory), of client satisfaction with aviation weather services provided by Environment and Climate Change Canada",2017,3,"","num",7.50,"","","drr16","num",8.1,"success","past"
"NI007-0050-2017","NR007-0039-2017","Average rating, on a scale of 1 (very unsatisfactory) to 10 (very satisfactory), of client satisfaction with aviation weather services provided by Environment Canada",2018,3,"Target: 7.5
Annual","num",7.50,"","","dp17","","","",""
"NI007-0051-2016","NR007-0040-2016","Average level of agreement of Canadian Coast Guard Commanding Officers that they have the weather, wind and wave information they need and are able to access it",2017,3,"","num",7.60,"","","drr16","num",8.8,"success","past"
"NI007-0051-2017","NR007-0040-2017","Average level of agreement of Canadian Coast Guard Commanding Officers that they have the weather, wind and wave information they need and are able to access it",2018,3,"Target: 7.6
Annual","num",7.60,"","","dp17","","","",""
"NI007-0053-2016","NR007-0041-2016","Average rating, on a scale of 1 (very dissatisfied) to 10 (very satisfied), of client satisfaction with services provided by Environment and Climate Change Canada to the Department of National Defence",2017,3,"","num",7.50,"","","drr16","num",8.8,"success","past"
"NI007-0053-2017","NR007-0041-2017","Average rating, on a scale of 1 (very dissatisfied) to 10 (very satisfied), of client satisfaction with services provided by Environment Canada to the Department of National Defence",2018,3,"Target 7.5
Annual","num",7.50,"","","dp17","","","",""
"NI007-0055-2016","NR007-0066-2016","Canadian emissions of greenhouse gases (carbon dioxide equivalents) in megatonnes",2020,12,"","text","","","Canada's national target is a 17% reduction from 2005 levels (Canada has committed to a 2030 target of a 30% reduction below 2005 levels. The 2030 target will replace the 2020 target starting in the 2017-18 Departmental Results Report)","drr16","text","722 Mt in 2015","success","future"
"NI007-0055-2017","NR007-0066-2017","Canadian emissions of greenhouse gases (carbon dioxide equivalents) in megatonnes",2030,12,"Annual","text","","","Canada's national target is a 30% reduction from 2005 levels by 2030, as per Canada’s Nationally Determined Contribution","dp17","","","",""
"NI007-0063-2016","NR007-0047-2016","Percentage of monitored sites assessed as sustainable",2017,3,"","percent",100.00,"","","drr16","percent",100,"success","past"
"NI007-0063-2017","NR007-0047-2017","Percentage of monitored sites assessed as sustainable",2018,3,"Annual","percent",85.00,"","","dp17","","","",""
"NI007-0064-2016","NR007-0048-2016","Percentage of facilities requiring environmental emergency plans that have them in place as required by the Environmental Emergency Regulations",2017,3,"","percent",90.00,"","","drr16","percent",98,"success","past"
"NI007-0064-2017","NR007-0048-2017","Percentage of facilities requiring environmental emergency plans that have them in place as required by the Environmental Emergency Regulations",2018,3,"Annual","percent",90.00,"","","dp17","","","",""
"NI007-0067-2016","NR007-0051-2016","Number of Class 1 and Class 2 funded sites where risk reduction activities have been completed during Phase III of the Federal Contaminated Sites Action Plan",2020,12,"","num",231.00,"","","drr16","num",103,"success","future"
"NI007-0067-2017","NR007-0051-2017","Number of Class 1 and Class 2 funded sites where risk reduction activities have been completed during Phase III of the Federal Contaminated Sites Action Plan",2018,3,"Annual","num",319.00,"","","dp17","","","",""
"NI007-0073-2016","NR007-0054-2016","Percentage of coal-fired electricity generation units meeting their regulated greenhouse gas emissions intensity performance requirement",2019,12,"Data for this indicator was not collected in 2016-2017. The next assessment will be in a future year.","percent","","","","drr16","text",".","not_avail","future"
"NI007-0073-2017","NR007-0054-2017","Percentage of coal-fired electricity generation units meeting their regulated greenhouse gas emissions intensity performance requirement",2019,12,"Annual","percent",100.00,"","","dp17","","","",""
"NI007-0076-2016","NR007-0057-2016","Average nitrogen oxide (NOx) emissions in grams/mile for new light-duty, on-road vehicles offered for sale in Canada (by model year)",2017,3,"","num","",0.07,"","drr16","num",0.06,"success","past"
"NI007-0076-2017","NR007-0057-2017","Average nitrogen oxide (NOx) emissions in grams/mile for 2015 model year light-duty, on-road vehicles offered for sale in Canada (by model year)",2018,3,"","num",0.07,"","","dp17","","","",""
"NI007-0080-2016","NR007-0061-2016","Annual reduction of greenhouse gas emissions attributable to environmental technologies supported by the SD Tech Fund",2020,12,"Program administration for this result has been transferred to Innovation, Science and Economic Development Canada","num",9.00,"","","drr16","text",".","not_appl","future"
"NI007-0081-2016","NR007-0061-2016","Annual reduction of air pollutant emissions attributable to environmental technologies supported by the SD Tech Fund",2020,12,"Program administration for this result has been transferred to Innovation, Science and Economic Development Canada","text","","","Sulphur oxides (SOx): 3,500 t
Nitrogen oxides (NOx): 4,000 t
Particulate matter (PM): 350 t
Volatile organic compounds (VOC): 175 t","drr16","text",".","not_appl","future"
