"id","dept_code","name_fr","desc_fr","is_active","is_drf","is_internal_service"
"NPB-BUC00","NPB","Décisions relatives à la suspension du casier et recommandations concernant la clémence","Une suspension du casier ou un pardon vise à appuyer la réinsertion sociale réussie d’une personne. C’est une mesure officielle dont l’objet est d’effacer la honte rattachée au fait d’avoir un casier judiciaire chez les personnes reconnues coupables d’une infraction à une loi fédérale, qui ont purgé leur peine et se conduisent en citoyens respectueux des lois depuis un nombre d’années déterminé. Les suspensions du casier ou les pardons peuvent être révoqués ou cesser d'avoir effet pour un certain nombre de raisons. Dans le cadre de cette responsabilité essentielle, la CLCC vérifie l’admissibilité des demandes et s’assure que tous les renseignements exigés figurent bel et bien dans la demande de suspension du casier, réunit les renseignements nécessaires pour la prise de décisions des commissaires et élabore des politiques qui orientent les processus décisionnels. De plus, en vertu de la loi sur la radiation, la CLCC ordonnera la radiation des dossiers judiciaires admissibles qui constituerait aujourd’hui des infractions légales. Les personnes reconnues coupables d’une infraction énumérée dans l’annexe de la Loi sur la radiation peuvent demander une ordonnance de radiation, de même que les personnes autorisées dans le cas d’une personne décédée. La différence principale entre une suspension de casier et une radiation est que dans le cas d’une suspension de casier, le casier judiciaire est tenu séparément des autres dossiers, alors qu’une radiation supprimera le casier. La CLCC est aussi responsable d’évaluer les demandes et de fournir des recommandations en vertu de la Prérogative royale de clémence (c.-à-d. clémence) ainsi qu’à donner des avis au ministre sur le bien-fondé de chaque cas.",1,1,0
"NPB-ISS00","NPB","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"NPB-SO231","NPB","Décisions relatives à la mise en liberté sous condition et à la suspension du casier, et processus décisionnels visant à protéger les collectivités canadiennes.",,0,0,0
"NPB-SO232","NPB","Services internes",,0,0,1
"NR-BTL00","NR","Science des ressources naturelles et atténuation des risques","Diriger des travaux de science fondamentale et partager le savoir-faire en matière de gestion des ressources naturelles du Canada, réduisant les répercussions des changements climatiques et atténuant les risques posés par les désastres naturels et les explosifs.",1,1,0
"NR-BTM00","NR","Valorisation novatrice et durable des ressources naturelles","Diriger la transformation vers une économie à faible carbone en améliorant le rendement environnemental des secteurs canadiens des ressources naturelles avec l’innovation ainsi qu’une valorisation et une utilisation durables.",1,1,0
"NR-BTO00","NR","Secteurs des ressources naturelles concurrentiels à l’échelle mondiale","Renforcer et promouvoir l’accès aux marchés, l’intégration et la compétitivité des secteurs canadiens des ressources naturelles à l’appui de la création d’emplois et de la croissance économique. Inclut également les paiements législatifs pour le pétrole extracôtier.",1,1,0
"NR-ISS00","NR","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
"NR-SO234","NR","Les secteurs des ressources naturelles canadiens sont concurrentiels à l'échelle mondiale.",,0,0,0
"NR-SO235","NR","Les Canadiens ont l'information nécessaire pour gérer leurs terres et leurs ressources naturelles, et sont protégés contre les risques associés.",,0,0,0
"NR-SO236","NR","Services internes",,0,0,1
"NR-SO237","NR","Les secteurs des ressources naturelles et les consommateurs sont respectueux de l'environnement.",,0,0,0
"NRC-BNQ00","NRC","Science et innovation","Faire croître et favoriser la prospérité du Canada comme suit : entreprendre, appuyer et promouvoir la recherche-développement axée sur l’innovation; faire progresser la science fondamentale et l’excellence du Canada dans le domaine de la recherche à l’échelle mondiale; permettre au gouvernement, aux entreprises et aux communautés de la recherche d’accéder à l’infrastructure, aux services et à l’information scientifiques et technologiques; et appuyer la main-d’œuvre qualifiée et les capacités du Canada dans les domaines des sciences et de l’innovation.",1,1,0
"NRC-ISS00","NRC","Services internes","Les Services internes comprennent les groupes d'activités et de ressources connexes que le gouvernement fédéral considère comme étant des services à l'appui de programmes ou nécessaires pour permettre à une organisation de s'acquitter de ses obligations générales. Les Services internes désignent les activités et ressources des dix services distincts qui soutiennent l'exécution des programmes au sein de l'organisation, peu importe le modèle de prestation des Services internes utilisé. Ces services sont:  Services de gestion des acquisitions, Services de communication, Services de gestion financière, Services de gestion des ressources humaines, Services de gestion de l'information, Services de technologie de l'information, Services juridiques, Services de gestion du matériel, Services de gestion et de surveillance, Services de gestion des biens immobiliers.",1,1,1
