id,stable_id,subject_id,name_en,name_fr,doc
DR-drr19-1153,DR-279,VAC-BWK00,"Veterans and their families have access to a timely review of complaints about the programs, services and support delivered by the Veterans Affairs Portfolio.","Les plaintes des vétérans et de leur famille concernant les programmes, les services et le soutien offerts par le Portefeuille d'Anciens Combattants Canada sont traitées en temps opportun.",drr19
DR-drr19-1154,DR-30,PSC-BWB00,The public service efficiently hires the workforce of the future that is capable and ready to deliver results for Canadians.,"La fonction publique embauche efficacement l’effectif de l’avenir, qui est apte et prêt à obtenir des résultats pour les Canadiens.",drr19
DR-drr19-1155,DR-32,PSC-BWB00,Canadians are served by a politically impartial public service.,Les Canadiens reçoivent les services d’une fonction publique impartiale.,drr19
DR-drr19-1156,DR-31,PSC-BWB00,The public service reflects Canada’s diversity.,La fonction publique est le reflet de la diversité du Canada.,drr19
DR-drr19-1157,DR-44,IPC-BRG00,"Parliamentarians, and federal- and private-sector organisations are informed and guided to protect Canadians’ privacy rights",Les parlementaires ainsi que les organisations fédérales et privées sont informés et guidés à faire des choix éclairés sur la protection du droit à la vie privée des Canadiens,drr19
DR-dp20-1157,DR-44,IPC-BRG00,"Parliamentarians, and federal- and private-sector organisations are informed and guided to protect Canadians’ privacy rights",Les parlementaires ainsi que les organisations fédérales et privées sont informés et guidés à faire des choix éclairés sur la protection du droit à la vie privée des Canadiens,dp20
DR-drr19-1158,DR-43,IPC-BRG00,Canadians are empowered to exercise their privacy rights,Les Canadiens sont habilités à exercer leur droit à la vie privée,drr19
DR-dp20-1158,DR-43,IPC-BRG00,Canadians are empowered to exercise their privacy rights,Les Canadiens sont habilités à exercer leur droit à la vie privée,dp20
DR-drr19-1159,DR-42,IPC-BRG00,Privacy rights are respected and obligations are met,Le droit à la vie privée et les obligations à cet égard sont respectés,drr19
DR-dp20-1159,DR-42,IPC-BRG00,Privacy rights are respected and obligations are met,Le droit à la vie privée et les obligations à cet égard sont respectés,dp20
DR-drr19-1160,DR-264,PHAC-BVP00,Canadians have improved physical and mental health.,Les Canadiens et les Canadiennes ont amélioré leur santé physique et mentale.,drr19
DR-dp20-1160,DR-264,PHAC-BVP00,Canadians have improved physical and mental health.,Les Canadiens et les Canadiennes ont amélioré leur santé physique et mentale.,dp20
DR-drr19-1161,DR-265,PHAC-BVP00,Canadians have improved health behaviours.,Les Canadiens et les Canadiennes ont amélioré leurs comportements de santé.,drr19
DR-dp20-1161,DR-265,PHAC-BVP00,Canadians have improved health behaviours.,Les Canadiens et les Canadiennes ont amélioré leurs comportements de santé.,dp20
DR-drr19-1162,DR-266,PHAC-BVP00,Chronic diseases are prevented.,Les maladies chroniques ont été évitées.,drr19
DR-dp20-1162,DR-266,PHAC-BVP00,Chronic diseases are prevented.,Les maladies chroniques ont été évitées.,dp20
DR-drr19-1163,DR-267,PHAC-BVQ00,Infectious diseases are prevented and controlled.,Les maladies infectieuses ont été évitées et contrôlées.,drr19
DR-dp20-1163,DR-267,PHAC-BVQ00,Infectious diseases are prevented and controlled.,Les maladies infectieuses ont été évitées et contrôlées.,dp20
DR-drr19-1164,DR-268,PHAC-BVQ00,Infectious disease outbreaks and threats are prepared for and responded to.,Les menaces associées aux maladies infectieuses ainsi que les éclosions de maladies infectieuses ont été traitées et ont fait l’objet d’une préparation.,drr19
DR-drr19-1165,DR-269,PHAC-BVR00,Public health events and emergencies are prepared for and responded to effectively.,Les événements et les urgences en matière de santé publique ont été traités de façon efficace et ont fait l’objet d’une préparation.,drr19
DR-dp20-1165,DR-269,PHAC-BVR00,Public health events and emergencies are prepared for and responded to effectively.,Les événements et les urgences en matière de santé publique ont été traités de façon efficace et ont fait l’objet d’une préparation.,dp20
DR-drr19-1166,DR-270,PHAC-BVR00,Public health risks associated with the use of pathogens and toxins are reduced.,Les risques associés à l’utilisation d’agents pathogènes et des toxines ont été atténués.,drr19
DR-dp20-1166,DR-270,PHAC-BVR00,Public health risks associated with the use of pathogens and toxins are reduced.,Les risques associés à l’utilisation d’agents pathogènes et des toxines ont été atténués.,dp20
DR-drr19-1167,DR-271,PHAC-BVR00,Public health risks associated with travel are reduced.,Les risques en santé publique associés aux voyages ont été atténués.,drr19
DR-dp20-1167,DR-271,PHAC-BVR00,Public health risks associated with travel are reduced.,Les risques en santé publique associés aux voyages ont été atténués.,dp20
DR-drr19-1168,DR-1,OAG-BGX00,Well-managed and accountable government,Un gouvernement bien géré et responsable,drr19
DR-dp20-1168,DR-1,OAG-BGX00,Well-managed and accountable government,Un gouvernement bien géré et responsable,dp20
DR-drr19-1169,DR-63,PMPRB-BVM00,Affordable patented drug prices,Les prix des médicaments brevetés sont abordables,drr19
DR-dp20-1169,DR-63,PMPRB-BVM00,Affordable patented drug prices,Les prix des médicaments brevetés sont abordables,dp20
DR-drr19-1170,DR-223,CH-BSD00,"Creative industries are successful in the digital economy, foster creativity and contribute to economic growth.","Les industries créatives ont du succès dans l’économie numérique, encouragent la créativité et contribuent à la croissance économique.",drr19
DR-dp20-1170,DR-223,CH-BSD00,"Creative industries are successful in the digital economy, foster creativity and contribute to economic growth.","Les industries créatives ont du succès dans l’économie numérique, encouragent la créativité et contribuent à la croissance économique.",dp20
DR-drr19-1171,DR-224,CH-BSD00,Canadians are able to consume Canadian content on multiple platforms.,Les Canadiens peuvent consommer du contenu canadien sur de multiple plateformes.,drr19
DR-dp20-1171,DR-224,CH-BSD00,Canadians are able to consume Canadian content on multiple platforms.,Les Canadiens peuvent consommer du contenu canadien sur de multiple plateformes.,dp20
DR-drr19-1172,DR-225,CH-BSD00,Creatives industries are successful in global markets.,Les industries créatives ont du succès sur les marchés mondiaux.,drr19
DR-dp20-1172,DR-225,CH-BSD00,Creatives industries are successful in global markets.,Les industries créatives ont du succès sur les marchés mondiaux.,dp20
DR-drr19-1173,DR-226,CH-BSD00,Canadians have access to cultural facilities in their communities.,Les Canadiens ont accès à des infrastructures culturelles dans leurs communautés.,drr19
DR-dp20-1173,DR-226,CH-BSD00,Canadians have access to cultural facilities in their communities.,Les Canadiens ont accès à des infrastructures culturelles dans leurs communautés.,dp20
DR-drr19-1174,DR-227,CH-BSD00,Canadians have access to festivals and performing arts series that reflect Canada’s diversity.,Les Canadiens ont accès à des festivals et des saisons de spectacles qui  reflète la diversité canadienne.,drr19
DR-dp20-1174,DR-227,CH-BSD00,Canadians have access to festivals and performing arts series that reflect Canada’s diversity.,Les Canadiens ont accès à des festivals et des saisons de spectacles qui  reflète la diversité canadienne.,dp20
DR-drr19-1175,DR-228,CH-BSE00,Canadians feel a strong sense of belonging to Canada.,Les Canadiens ressentent un sentiment d’appartenance fort à l’égard du Canada.,drr19
DR-dp20-1175,DR-228,CH-BSE00,Canadians feel a strong sense of belonging to Canada.,Les Canadiens ressentent un sentiment d’appartenance fort à l’égard du Canada.,dp20
DR-drr19-1176,DR-229,CH-BSE00,Canadians are engaged in celebrations and commemorations of national significance.,Les Canadiens prennent part aux célébrations et commémorations d’importance nationale.,drr19
DR-dp20-1176,DR-229,CH-BSE00,Canadians are engaged in celebrations and commemorations of national significance.,Les Canadiens prennent part aux célébrations et commémorations d’importance nationale.,dp20
DR-drr19-1177,DR-231,CH-BSE00,The public is provided with access to cultural heritage.,Le public a accès au patrimoine culturel.,drr19
DR-dp20-1177,DR-231,CH-BSE00,The public is provided with access to cultural heritage.,Le public a accès au patrimoine culturel.,dp20
DR-drr19-1178,DR-232,CH-BSE00,Heritage objects and collections are preserved by heritage organizations for current and future generations.,Les collections et les objets patrimoniaux sont préservés par les établissements du patrimoine au profit des générations présentes et futures.,drr19
DR-dp20-1178,DR-232,CH-BSE00,Heritage objects and collections are preserved by heritage organizations for current and future generations.,Les collections et les objets patrimoniaux sont préservés par les établissements du patrimoine au profit des générations présentes et futures.,dp20
DR-drr19-1179,DR-230,CH-BSE00,Canadians across the country are engaged in their communities through local arts and heritage.,Les Canadiens de partout au pays participent à la vie de leur collectivité grâce à des activités artistiques et patrimoniales locales.,drr19
DR-dp20-1179,DR-230,CH-BSE00,Canadians across the country are engaged in their communities through local arts and heritage.,Les Canadiens de partout au pays participent à la vie de leur collectivité grâce à des activités artistiques et patrimoniales locales.,dp20
DR-drr19-1180,DR-233,CH-BSF00,Canadian athletes succeed at the highest levels of competition.,Les athlètes canadiens réussissent aux plus hauts niveaux de compétition.,drr19
DR-dp20-1180,DR-233,CH-BSF00,Canadian athletes succeed at the highest levels of competition.,Les athlètes canadiens réussissent aux plus hauts niveaux de compétition.,dp20
DR-drr19-1181,DR-234,CH-BSF00,Canadian children and youth are enrolled in a sport activity.,Les enfants et les adolescents canadiens sont inscrits dans une activité sportive.,drr19
DR-dp20-1181,DR-234,CH-BSF00,Canadian children and youth are enrolled in a sport activity.,Les enfants et les adolescents canadiens sont inscrits dans une activité sportive.,dp20
DR-drr19-1182,DR-235,CH-BSF00,"Canadians, regardless of gender, physical ability and cultural background, who participate in sport activities are satisfied with the manner in which the activity is provided.","Les Canadiens qui participent à  une activité sportive, quel que soit leur sexe, leur capacité physique, ou leur contexte culturel, sont satisfaits de la façon dont l’activité est fournie.",drr19
DR-dp20-1182,DR-235,CH-BSF00,"Canadians, regardless of gender, physical ability and cultural background, who participate in sport activities are satisfied with the manner in which the activity is provided.","Les Canadiens qui participent à  une activité sportive, quel que soit leur sexe, leur capacité physique, ou leur contexte culturel, sont satisfaits de la façon dont l’activité est fournie.",dp20
