dept_submissions__document__year,dept_id,dept__name_en,dept__name_fr,dept__tbs_dept_code,eternal_id,name_en,name_fr,description_en,description_fr,first_active_year,last_active_year,collects_fees,last_gender_analysis,account_reg_digital_status,authentication_status,application_digital_status,decision_digital_status,issuance_digital_status,issue_res_digital_status,digital_enablement_comment_en,digital_enablement_comment_fr,last_accessibility_review,last_improve_from_feedback,scope_name_en,scope_name_fr,scope_code,service_type_name_en,service_type_name_fr,service_type_code,designations_name_en,designations_name_fr,designations_code,target_groups_id,target_groups_name_en,target_groups_name_fr,programs_activity_code,feedback_channels_name_en,feedback_channels_name_fr,feedback_channels_code,digital_identity_platforms_name_en,digital_identity_platforms_name_fr,digital_identity_platforms_code,accessibility_assessors_name_en,accessibility_assessors_name_fr,accessibility_assessors_code,recipient_type_name_en,recipient_type_name_fr,recipient_type_code
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1922,Support to Indigenous Languages and Cultures,Soutien aux langues et cultures autochtones,"Support to the Indigenous languages and cultures allows to promote, revitalize and preserve Indigenous languages and cultures; strengthen Indigenous cultural identity; and increase Indigenous participation in Canadian society.","Le soutien aux langues et cultures autochtones permet d'appuyer la promotion, la revitalisation et la préservation des langues et cultures autochtones; renforcer l'identité culturelle des Autochtones; et encourager la participation des Autochtones dans la société canadienne.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSG03,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1922,Support to Indigenous Languages and Cultures,Soutien aux langues et cultures autochtones,"Support to the Indigenous languages and cultures allows to promote, revitalize and preserve Indigenous languages and cultures; strengthen Indigenous cultural identity; and increase Indigenous participation in Canadian society.","Le soutien aux langues et cultures autochtones permet d'appuyer la promotion, la revitalisation et la préservation des langues et cultures autochtones; renforcer l'identité culturelle des Autochtones; et encourager la participation des Autochtones dans la société canadienne.",2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC001<>TGC005<>TGC007,"Economic Segments<>Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Segments économiques<>Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BSG03,Email<>Telephone,Par courriel<>Par téléphone,email<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1923,"Community Support, Multiculturalism, and Anti-Racism Initiatives","Soutien aux communautés, au multiculturalisme et à la lutte contre le racisme","The Community Support, Multiculturalism, and Anti-Racism Initiatives supports the mandate of the Department of Canadian Heritage by building bridges to promote intercultural understanding; equal opportunity for individuals of all origins; and citizenship, civic engagement and a healthy democracy.","Le soutien aux communautés, au multiculturalisme et à la lutte contre le racisme appuie le mandat du ministère du Patrimoine canadien en établissant des liens afin de promouvoir la compréhension interculturelle; la promotion de l'égalité des chances pour les personnes de toutes les origines; et la promotion de la citoyenneté, de l'engagement civique et d'une démocratie saine.",2018,,FALSE,2018,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC005,Non-Profit Institutions and Organizations,Institutions et organisations sans but lucratif,BSG01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1923,"Community Support, Multiculturalism, and Anti-Racism Initiatives","Soutien aux communautés, au multiculturalisme et à la lutte contre le racisme","The Community Support, Multiculturalism, and Anti-Racism Initiatives supports the mandate of the Department of Canadian Heritage by building bridges to promote intercultural understanding; equal opportunity for individuals of all origins; and citizenship, civic engagement and a healthy democracy.","Le soutien aux communautés, au multiculturalisme et à la lutte contre le racisme appuie le mandat du ministère du Patrimoine canadien en établissant des liens afin de promouvoir la compréhension interculturelle; la promotion de l'égalité des chances pour les personnes de toutes les origines; et la promotion de la citoyenneté, de l'engagement civique et d'une démocratie saine.",2018,,FALSE,2018,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BSG01,Email<>Telephone,Par courriel<>Par téléphone,email<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1924,Support to the development of Official-Languages Communities,Aide au développement des communautés de langues officielles,The support to the Development of Official Languages Communities enhances the vitality of Canada’s English- and French-speaking minority communities and supports their development.,L'aide au Développement des communautés de langue officielle favorise l'épanouissement des minorités francophones et anglophones du Canada et appuie leur développement.,2018,,FALSE,2017,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC007,"Provinces, Territories and Communities","Provinces, territoires et communautés",BSH01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1924,Support to the development of Official-Language Communities,Aide au développement des communautés de langues officielles,The support to the Development of Official Languages Communities enhances the vitality of Canada’s English- and French-speaking minority communities and supports their development.,L'aide au Développement des communautés de langue officielle favorise l'épanouissement des minorités francophones et anglophones du Canada et appuie leur développement.,2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BSH01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1925,Enhancement of Official Languages,Mise en valeur des langues officielles,The Enhancement of Official Languages Program promotes the full recognition and use of English and French in Canadian society.,La Mise en valeur des langues officielles promeut la pleine reconnaissance et l'usage du français et de l'anglais dans la société canadienne.,2018,,FALSE,2017,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,None,Aucun,none,TGC007,"Provinces, Territories and Communities","Provinces, territoires et communautés",BSH01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2019,122,Department of Canadian Heritage,Ministère du Patrimoine canadien,CH,1925,Enhancement of Official Languages,Mise en valeur des langues officielles,The Enhancement of Official Languages Program promotes the full recognition and use of English and French in Canadian society.,La Mise en valeur des langues officielles promeut la pleine reconnaissance et l'usage du français et de l'anglais dans la société canadienne.,2018,,FALSE,2016,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,Grants and Contributions,Subventions et Contributions,gnc,Priority Service,Service prioritaire,priority,TGC005<>TGC007,"Non-Profit Institutions and Organizations<>Provinces, Territories and Communities","Institutions et organisations sans but lucratif<>Provinces, territoires et communautés",BSH01,Email<>Postal Mail<>Telephone,Par courriel<>Par la poste<>Par téléphone,email<>post<>tel,,,,,,,,,
2018,227,Parole Board of Canada,Commission des libérations conditionnelles du Canada,NPB,1931,Decision Registry: Research Requests,Registre des décisions:  Demandes de recherche,"To process Decision Registry requests. The Corrections and Conditional Release Act  requires the Parole Board of Canada to maintain registry of its decisions along with the reasons for those decisions. The Act also states that any person may have access to the contents of the Decision Registry for research purposes other than the name of any person, information that could be used to identify any person or information the disclosure of which could jeopardize any person’s safety.","Traiter les demandes d’accès au Registre des décisions. La Loi sur le système correctionnel et la mise en liberté sous condition oblige la Commission des libérations conditionnelles du  Canada à tenir un registre de ses décisions et de leurs motifs. La Loi autorise quiconque à consulter le contenu du Registre des décisions à des fins de recherche, sauf le nom des personnes, les renseignements pouvant servir à les identifier ou les renseignements dont la divulgation risque de compromettre la sécurité d’une personne.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,None,Aucun,none,TGC006,Persons,Étiquettes associées aux personnes,BUB01,Email<>Postal Mail,Par courriel<>Par la poste,email<>post,,,,,,,,,
2019,227,Parole Board of Canada,Commission des libérations conditionnelles du Canada,NPB,1931,Decision Registry: Research Requests,Registre des décisions:  Demandes de recherche,"To process Decision Registry requests. The Corrections and Conditional Release Act  requires the Parole Board of Canada to maintain registry of its decisions along with the reasons for those decisions. The Act also states that any person may have access to the contents of the Decision Registry for research purposes other than the name of any person, information that could be used to identify any person or information the disclosure of which could jeopardize any person’s safety.","Traiter les demandes d’accès au Registre des décisions. La Loi sur le système correctionnel et la mise en liberté sous condition oblige la Commission des libérations conditionnelles du  Canada à tenir un registre de ses décisions et de leurs motifs. La Loi autorise quiconque à consulter le contenu du Registre des décisions à des fins de recherche, sauf le nom des personnes, les renseignements pouvant servir à les identifier ou les renseignements dont la divulgation risque de compromettre la sécurité d’une personne.",2018,,FALSE,,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,NOT_ENABLED,,,,,External Service,Service externe,external,"Agreements, Permissions, Inspections, Rulings","Accords, autorisations, inspections, décisions",reg,None,Aucun,none,TGC006,Persons,Étiquettes associées aux personnes,BUB01,Email<>Other<>Postal Mail,Par courriel<>Autre<>Par la poste,email<>other<>post,,,,,,,,,
2018,127,Department of Health,Ministère de la Santé,H,1932,Status Confirmation Service,Un service de confirmation du statut,"Currently, over 300 substances are listed explicitly in one of the Schedules (i.e. Schedules I-VI) to the Controlled Drugs and Substances Act (CDSA) as controlled substances and precursor chemicals. The substances are listed as individual substances or as a class of substances. The listings for individual substances and classes of substances often include one or more terms such as “salt”, “isomer”, “derivative”, “preparation”, “analogue”, “alkaloid” and “intermediate”. These additional terms broaden the scope of a listing and capture many structurally and pharmacologically related substances. Health Canada’s Controlled Substances Directorate (CSD) provides a public service that confirms Health Canada’s position as to whether a substance that is not listed explicitly in one of the Schedules to the CDSA is controlled through a “Status confirmation” service. (CSCB)","À l’heure actuelle, plus de 300 substances figurent explicitement dans l’une des annexes (c.-à-d. les annexes I à VI) de la Loi réglementant certaines drogues et autres substances (LRCDAS) en tant que substances désignées. Les substances sont répertoriées individuellement ou comme une catégorie de substances. Les listes de substances individuelles et de catégories de substances comprennent souvent un ou plusieurs termes comme « sel », « isomère », « dérivé », « préparation », « analogue », « alcaloïde » et « intermédiaire ». Ces termes supplémentaires élargissent la portée d’une liste et englobent de nombreuses substances liées sur les plans de la structure et de la pharmacologie. La Direction des substances contrôlées (DSC) de Santé Canada assure un service public qui confirme la position de Santé Canada quant à savoir si une substance qui n’est pas inscrite explicitement dans l’une des annexes de la LRCDAS est contrôlée par un service de « confirmation du statut ». (DGSCC)",2018,,FALSE,,NA,NA,NA,NA,NA,NA,Number of interactions not currently available.,Nombre d'interactions non disponibles actuellement.,,,External Service<>Internal Enterprise Service,Service externe<>Service interne integré,external<>int-enterprise,High Volume Regulatory Transactions (HVRT),Transaction réglementaires à demande élevée (TRDE),reg_vol,Essential Service,Service essentiel,essential,TGC001<>TGC004<>TGC006<>TGC007,"Economic Segments<>Internal to Government<>Persons<>Provinces, Territories and Communities","Segments économiques<>Interne au gouvernement<>Étiquettes associées aux personnes<>Provinces, territoires et communautés",BVH13,Email<>Telephone,Par courriel<>Par téléphone,email<>tel,,,,,,,,,
