"ID","SubjectClass","subjectID","fyear1","fyear2","keys","footnote_en"
638,"program","INAC-HGV00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects additional funding provided through Supplementary
Estimates for the Canadian High Arctic Research Station (+$13.3 million) and additional resources reallocated internally (+$3.4 million).
(SEE COMMENTS BOX FOR THE REST OF THE PAR.)"
639,"program","INAC-ISC00","2016-17","2016-17","EXP,DRR_EXP","The difference between planned spending and actual spending primarily reflects incremental funding provided through Supplementary Estimates to support Budget 2016 investments (+$6.6 million), to continue Canada’s legal obligations under the Indian Residential Schools Settlement Agreement (+$4.6 million), and for the Indigenous Childhood Claims Litigation (+$3.2 million).  (SEE COMM BOX FOR REST PAR.)"
640,"program","IPC-ASO00","2016-17","2016-17","FTE,DRR_FTE","The OIC lapsed $1.8 million in 2016–17, including $1.2 million in salary funds because positions remained vacant throughout the year, resulting from regular annual turnover of 10 percent, retirements and long-term leave. This also accounts for the variation in FTEs."
641,"program","IPC-ASO00","2016-17","2016-17","EXP,DRR_EXP","The OIC received $3.4 million in temporary funding in 2016–17. This accounts for the variation between the Main Estimates and the total authorities available for use. The OIC lapsed $1.8 million in 2016–17, including $1.2 million in salary funds because positions remained vacant throughout the year, resulting from regular annual turnover of 10 percent, retirements and long-term leave."
642,"program","IPC-ASR00","2016-17","2016-17","EXP,DRR_EXP","Internal resources were reallocated to this program in order to deliver on priorities, for instance, the overhaul of the OPC website and the commencement of important work to ensure the website and its contents meet the needs of its users."
643,"program","IPC-ASR00","2016-17","2016-17","FTE,DRR_FTE","Planned FTEs are estimated at the time that plans are elaborated. Variances related to actual FTE can be explained by staff turnover, and differences in approaches to deliver the program during the year based on organizational priorities."
644,"program","IPC-AST00","2016-17","2016-17","FTE,DRR_FTE","Planned FTEs are estimated at the time that plans are elaborated. Variances related to actual FTEs can be explained for instance by staff turnover, and differences in approaches to deliver the program during the year based on organizational priorities."
645,"program","IPC-ISC01","2016-17","2016-17","EXP,DRR_EXP","In 2016-17, the OPC was expecting to incur the cost of retroactive payments resulting from collective bargaining. Since agreements were not ratified or signed by the end of 2016-17, the OPC spent less in that year."
646,"program","IPC-ISC02","2016-17","2016-17","EXP,DRR_EXP","The $3.4 million in temporary funding the OIC received in 2016–17 accounts for the variation between the Main Estimates and the total authorities available for use."
647,"program","IRB-HAC00","2016-17","2016-17","FTE,DRR_FTE","Appointments and reappointments of Governor in Council decision makers did not keep pace with vacancies."
648,"program","IRB-HAC00","2016-17","2016-17","EXP,DRR_EXP","Appointments and reappointments of Governor in Council decision makers did not keep pace with vacancies. This was in part offset by added linguistic expenditures higher than planned."
649,"program","IRB-ISC00","2016-17","2016-17","EXP,DRR_EXP","The Internal Services costs are higher than planned spending as the operating budget carry-forwards were largely allocated to fund information technology client services and human resources initiative."
650,"program","ISC-AOX00","2016-17","2016-17","FTE,DRR_FTE","The variance between Planned and Actual FTEs is primarily due to a change in requirements for reporting of corporate services functions. Previously, if those functions were reported exclusively in the delivery of one program, they were reported as part of that program. New requirements mean all corporate service functions are reported under Internal Services."
651,"program","ISC-AOX00","2016-17","2016-17","EXP,DRR_EXP","The variance between Planned and Actual Spending is mainly due to funding for the AIF that was reprofiled from 2016–17 to 2017–18 to align program resources with anticipated project needs."
652,"program","ISC-APA00","2016-17","2016-17","EXP,DRR_EXP","The variance between Planned and Actual Spending is primarily due to a delay in the upgrades to CIPO’s information technology infrastructure and to lower than planned salaries and benefits expenses."
653,"program","ISC-APD00","2016-17","2016-17","FTE,DRR_FTE","The variance between Planned and Actual FTEs is mainly due to an increase in resources for the Post-Secondary Institutions Strategic Investment Fund and internal reallocations to align with departmental priorities."
654,"program","ISC-APD00","2016-17","2016-17","EXP,DRR_EXP","The variance between Planned and Actual Spending is primarily due to new funding received in Budget 2016 for the Post-Secondary Institutions Strategic Investment Fund, Mitacs Inc. and the Stem Cell Network, as well as the transfer of responsibilities for Sustainable Development Technology Canada to ISED."
