Year,Department or agency,Age band,Number of employees
2012,Competition Bureau Canada,45-49,*
2012,Competition Bureau Canada,50-54,*
2012,Competition Bureau Canada,55-59,*
2012,Competition Bureau Canada Total,Total,8
2012,Copyright Board Canada,25-29,*
2012,Copyright Board Canada,35-39,*
2012,Copyright Board Canada,40-44,*
2012,Copyright Board Canada,45-49,*
2012,Copyright Board Canada,55-59,*
2012,Copyright Board Canada,60-64,*
2012,Copyright Board Canada Total,Total,14
2012,Correctional Service Canada,<20,7
2012,Correctional Service Canada,20-24,519
2012,Correctional Service Canada,25-29,1858
2012,Correctional Service Canada,30-34,2491
2012,Correctional Service Canada,35-39,3070
2012,Correctional Service Canada,40-44,3111
2012,Correctional Service Canada,45-49,2910
2012,Correctional Service Canada,50-54,2522
2012,Correctional Service Canada,55-59,1686
2012,Correctional Service Canada,60-64,663
2012,Correctional Service Canada,65+,175
2012,Correctional Service Canada Total,Total,19012
2012,Courts Administration Service,<20,*
2012,Courts Administration Service,20-24,32
2012,Courts Administration Service,25-29,96
2012,Courts Administration Service,30-34,70
2012,Courts Administration Service,35-39,71
2012,Courts Administration Service,40-44,80
2012,Courts Administration Service,45-49,110
2012,Courts Administration Service,50-54,95
2012,Courts Administration Service,55-59,65
2012,Courts Administration Service,60-64,34
2012,Courts Administration Service,65+,*
2012,Courts Administration Service Total,Total,660
2012,Crown-Indigenous Relations and Northern Affairs Canada,<20,6
2012,Crown-Indigenous Relations and Northern Affairs Canada,20-24,240
2012,Crown-Indigenous Relations and Northern Affairs Canada,25-29,491
2012,Crown-Indigenous Relations and Northern Affairs Canada,30-34,732
2012,Crown-Indigenous Relations and Northern Affairs Canada,35-39,799
2012,Crown-Indigenous Relations and Northern Affairs Canada,40-44,784
2012,Crown-Indigenous Relations and Northern Affairs Canada,45-49,769
2012,Crown-Indigenous Relations and Northern Affairs Canada,50-54,761
2012,Crown-Indigenous Relations and Northern Affairs Canada,55-59,523
2012,Crown-Indigenous Relations and Northern Affairs Canada,60-64,236
2012,Crown-Indigenous Relations and Northern Affairs Canada,65+,68
2012,Crown-Indigenous Relations and Northern Affairs Canada Total,Total,5409
2012,Department of Finance Canada,20-24,*
2012,Department of Finance Canada,25-29,124
2012,Department of Finance Canada,30-34,141
2012,Department of Finance Canada,35-39,131
2012,Department of Finance Canada,40-44,96
2012,Department of Finance Canada,45-49,90
2012,Department of Finance Canada,50-54,100
2012,Department of Finance Canada,55-59,53
2012,Department of Finance Canada,60-64,22
2012,Department of Finance Canada,65+,*
2012,Department of Finance Canada Total,Total,781
2012,Department of Justice Canada,<20,*
2012,Department of Justice Canada,20-24,137
2012,Department of Justice Canada,25-29,505
2012,Department of Justice Canada,30-34,671
2012,Department of Justice Canada,35-39,768
2012,Department of Justice Canada,40-44,852
2012,Department of Justice Canada,45-49,773
2012,Department of Justice Canada,50-54,676
2012,Department of Justice Canada,55-59,467
2012,Department of Justice Canada,60-64,199
2012,Department of Justice Canada,65+,*
2012,Department of Justice Canada Total,Total,5130
2012,Elections Canada,<20,*
2012,Elections Canada,20-24,31
2012,Elections Canada,25-29,57
2012,Elections Canada,30-34,65
2012,Elections Canada,35-39,68
2012,Elections Canada,40-44,89
2012,Elections Canada,45-49,77
2012,Elections Canada,50-54,67
2012,Elections Canada,55-59,49
2012,Elections Canada,60-64,15
2012,Elections Canada,65+,*
2012,Elections Canada Total,Total,528
2012,Employment and Social Development Canada,<20,35
2012,Employment and Social Development Canada,20-24,757
2012,Employment and Social Development Canada,25-29,1814
2012,Employment and Social Development Canada,30-34,2451
2012,Employment and Social Development Canada,35-39,2775
2012,Employment and Social Development Canada,40-44,3060
2012,Employment and Social Development Canada,45-49,3607
2012,Employment and Social Development Canada,50-54,4168
2012,Employment and Social Development Canada,55-59,2774
2012,Employment and Social Development Canada,60-64,1049
2012,Employment and Social Development Canada,65+,266
2012,Employment and Social Development Canada Total,Total,22756
2012,Environment and Climate Change Canada,<20,43
2012,Environment and Climate Change Canada,20-24,366
2012,Environment and Climate Change Canada,25-29,585
2012,Environment and Climate Change Canada,30-34,803
2012,Environment and Climate Change Canada,35-39,975
2012,Environment and Climate Change Canada,40-44,908
2012,Environment and Climate Change Canada,45-49,1044
2012,Environment and Climate Change Canada,50-54,1018
2012,Environment and Climate Change Canada,55-59,686
2012,Environment and Climate Change Canada,60-64,264
2012,Environment and Climate Change Canada,65+,70
2012,Environment and Climate Change Canada Total,Total,6762
2012,Farm Products Council of Canada,25-29,*
2012,Farm Products Council of Canada,30-34,*
2012,Farm Products Council of Canada,35-39,*
2012,Farm Products Council of Canada,40-44,*
2012,Farm Products Council of Canada,45-49,*
2012,Farm Products Council of Canada,50-54,*
2012,Farm Products Council of Canada,55-59,*
2012,Farm Products Council of Canada,60-64,*
2012,Farm Products Council of Canada Total,Total,16
2012,Federal Economic Development Agency for Southern Ontario,20-24,19
2012,Federal Economic Development Agency for Southern Ontario,25-29,42
2012,Federal Economic Development Agency for Southern Ontario,30-34,38
2012,Federal Economic Development Agency for Southern Ontario,35-39,37
2012,Federal Economic Development Agency for Southern Ontario,40-44,24
2012,Federal Economic Development Agency for Southern Ontario,45-49,26
2012,Federal Economic Development Agency for Southern Ontario,50-54,21
2012,Federal Economic Development Agency for Southern Ontario,55-59,12
2012,Federal Economic Development Agency for Southern Ontario,60-64,*
2012,Federal Economic Development Agency for Southern Ontario,65+,*
2012,Federal Economic Development Agency for Southern Ontario Total,Total,225
2012,Federal Judges not part of any department,35-39,*
2012,Federal Judges not part of any department,40-44,*
2012,Federal Judges not part of any department,45-49,41
2012,Federal Judges not part of any department,50-54,140
2012,Federal Judges not part of any department,55-59,240
2012,Federal Judges not part of any department,60-64,341
2012,Federal Judges not part of any department,65+,335
2012,Federal Judges not part of any department Total,Total,1105
2012,Financial Consumer Agency of Canada,20-24,*
2012,Financial Consumer Agency of Canada,25-29,15
2012,Financial Consumer Agency of Canada,30-34,12
2012,Financial Consumer Agency of Canada,35-39,14
2012,Financial Consumer Agency of Canada,40-44,6
2012,Financial Consumer Agency of Canada,45-49,7
2012,Financial Consumer Agency of Canada,50-54,6
2012,Financial Consumer Agency of Canada,55-59,*
2012,Financial Consumer Agency of Canada,60-64,*
2012,Financial Consumer Agency of Canada,65+,*
2012,Financial Consumer Agency of Canada Total,Total,68
2012,Financial Transactions and Reports Analysis Centre of Canada,<20,*
2012,Financial Transactions and Reports Analysis Centre of Canada,20-24,35
2012,Financial Transactions and Reports Analysis Centre of Canada,25-29,54
2012,Financial Transactions and Reports Analysis Centre of Canada,30-34,60
2012,Financial Transactions and Reports Analysis Centre of Canada,35-39,67
2012,Financial Transactions and Reports Analysis Centre of Canada,40-44,72
2012,Financial Transactions and Reports Analysis Centre of Canada,45-49,35
2012,Financial Transactions and Reports Analysis Centre of Canada,50-54,28
2012,Financial Transactions and Reports Analysis Centre of Canada,55-59,20
2012,Financial Transactions and Reports Analysis Centre of Canada,60-64,*
2012,Financial Transactions and Reports Analysis Centre of Canada Total,Total,376
2012,Fisheries and Oceans Canada,<20,33
2012,Fisheries and Oceans Canada,20-24,341
2012,Fisheries and Oceans Canada,25-29,822
2012,Fisheries and Oceans Canada,30-34,1114
2012,Fisheries and Oceans Canada,35-39,1273
2012,Fisheries and Oceans Canada,40-44,1382
2012,Fisheries and Oceans Canada,45-49,1736
2012,Fisheries and Oceans Canada,50-54,2105
2012,Fisheries and Oceans Canada,55-59,1446
2012,Fisheries and Oceans Canada,60-64,545
2012,Fisheries and Oceans Canada,65+,126
2012,Fisheries and Oceans Canada Total,Total,10923
2012,Global Affairs Canada,<20,*
2012,Global Affairs Canada,20-24,199
2012,Global Affairs Canada,25-29,626
2012,Global Affairs Canada,30-34,949
2012,Global Affairs Canada,35-39,1015
2012,Global Affairs Canada,40-44,911
2012,Global Affairs Canada,45-49,919
2012,Global Affairs Canada,50-54,927
2012,Global Affairs Canada,55-59,687
2012,Global Affairs Canada,60-64,357
2012,Global Affairs Canada,65+,*
2012,Global Affairs Canada Total,Total,6702
2012,Hazardous Materials Information Review Commission Canada,<20,*
2012,Hazardous Materials Information Review Commission Canada,25-29,*
2012,Hazardous Materials Information Review Commission Canada,30-34,*
2012,Hazardous Materials Information Review Commission Canada,35-39,*
2012,Hazardous Materials Information Review Commission Canada,40-44,6
2012,Hazardous Materials Information Review Commission Canada,45-49,10
2012,Hazardous Materials Information Review Commission Canada,50-54,6
2012,Hazardous Materials Information Review Commission Canada,55-59,*
2012,Hazardous Materials Information Review Commission Canada,60-64,*
2012,Hazardous Materials Information Review Commission Canada Total,Total,40
2012,Health Canada,<20,32
2012,Health Canada,20-24,290
2012,Health Canada,25-29,1008
2012,Health Canada,30-34,1509
2012,Health Canada,35-39,1550
2012,Health Canada,40-44,1416
2012,Health Canada,45-49,1514
2012,Health Canada,50-54,1477
2012,Health Canada,55-59,1078
2012,Health Canada,60-64,536
2012,Health Canada,65+,168
2012,Health Canada Total,Total,10578
2012,Human Rights Tribunal of Canada,25-29,*
2012,Human Rights Tribunal of Canada,30-34,*
2012,Human Rights Tribunal of Canada,35-39,*
2012,Human Rights Tribunal of Canada,40-44,*
2012,Human Rights Tribunal of Canada,45-49,6
2012,Human Rights Tribunal of Canada,50-54,*
2012,Human Rights Tribunal of Canada Total,Total,20
2012,Immigration and Refugee Board of Canada,20-24,32
2012,Immigration and Refugee Board of Canada,25-29,82
2012,Immigration and Refugee Board of Canada,30-34,97
2012,Immigration and Refugee Board of Canada,35-39,99
2012,Immigration and Refugee Board of Canada,40-44,147
2012,Immigration and Refugee Board of Canada,45-49,137
2012,Immigration and Refugee Board of Canada,50-54,186
2012,Immigration and Refugee Board of Canada,55-59,139
2012,Immigration and Refugee Board of Canada,60-64,82
2012,Immigration and Refugee Board of Canada,65+,59
2012,Immigration and Refugee Board of Canada Total,Total,1060
2012,"Immigration, Refugees and Citizenship Canada",<20,14
2012,"Immigration, Refugees and Citizenship Canada",20-24,247
2012,"Immigration, Refugees and Citizenship Canada",25-29,545
2012,"Immigration, Refugees and Citizenship Canada",30-34,736
2012,"Immigration, Refugees and Citizenship Canada",35-39,680
2012,"Immigration, Refugees and Citizenship Canada",40-44,636
2012,"Immigration, Refugees and Citizenship Canada",45-49,702
2012,"Immigration, Refugees and Citizenship Canada",50-54,685
2012,"Immigration, Refugees and Citizenship Canada",55-59,502
2012,"Immigration, Refugees and Citizenship Canada",60-64,220
2012,"Immigration, Refugees and Citizenship Canada",65+,50
2012,"Immigration, Refugees and Citizenship Canada Total",Total,5017
2012,Impact Assessment Agency of Canada,20-24,8
2012,Impact Assessment Agency of Canada,25-29,24
2012,Impact Assessment Agency of Canada,30-34,44
2012,Impact Assessment Agency of Canada,35-39,39
2012,Impact Assessment Agency of Canada,40-44,39
2012,Impact Assessment Agency of Canada,45-49,29
2012,Impact Assessment Agency of Canada,50-54,33
2012,Impact Assessment Agency of Canada,55-59,14
2012,Impact Assessment Agency of Canada,60-64,*
2012,Impact Assessment Agency of Canada,65+,*
2012,Impact Assessment Agency of Canada Total,Total,240
2012,Indian Oil and Gas Canada,25-29,*
2012,Indian Oil and Gas Canada,30-34,*
2012,Indian Oil and Gas Canada,35-39,7
2012,Indian Oil and Gas Canada,40-44,13
2012,Indian Oil and Gas Canada,45-49,18
2012,Indian Oil and Gas Canada,50-54,8
2012,Indian Oil and Gas Canada,55-59,16
2012,Indian Oil and Gas Canada,60-64,8
2012,Indian Oil and Gas Canada,65+,*
2012,Indian Oil and Gas Canada Total,Total,79
2012,Indian Residential Schools Truth and Reconciliation Commission,20-24,*
2012,Indian Residential Schools Truth and Reconciliation Commission,25-29,*
2012,Indian Residential Schools Truth and Reconciliation Commission,30-34,*
2012,Indian Residential Schools Truth and Reconciliation Commission,35-39,7
2012,Indian Residential Schools Truth and Reconciliation Commission,40-44,6
2012,Indian Residential Schools Truth and Reconciliation Commission,45-49,9
2012,Indian Residential Schools Truth and Reconciliation Commission,50-54,7
2012,Indian Residential Schools Truth and Reconciliation Commission,55-59,*
2012,Indian Residential Schools Truth and Reconciliation Commission,60-64,*
2012,Indian Residential Schools Truth and Reconciliation Commission,65+,*
2012,Indian Residential Schools Truth and Reconciliation Commission Total,Total,47
2012,"Housing, Infrastructure and Communities Canada",20-24,18
2012,"Housing, Infrastructure and Communities Canada",25-29,69
2012,"Housing, Infrastructure and Communities Canada",30-34,68
2012,"Housing, Infrastructure and Communities Canada",35-39,67
2012,"Housing, Infrastructure and Communities Canada",40-44,50
2012,"Housing, Infrastructure and Communities Canada",45-49,30
2012,"Housing, Infrastructure and Communities Canada",50-54,25
2012,"Housing, Infrastructure and Communities Canada",55-59,17
2012,"Housing, Infrastructure and Communities Canada",60-64,*
2012,"Housing, Infrastructure and Communities Canada",65+,*
2012,"Housing, Infrastructure and Communities Canada Total",Total,348
2012,"Innovation, Science and Economic Development Canada",<20,*
2012,"Innovation, Science and Economic Development Canada",20-24,113
2012,"Innovation, Science and Economic Development Canada",25-29,459
2012,"Innovation, Science and Economic Development Canada",30-34,655
