original_name,standardized_name
Atlas Growers Ltd and Atlas Biotechnologies Inc,Atlas Growers Ltd and Atlas Biotechnologies Inc
Atlas Institute for Veterans and Families,Atlas Institute for Veterans and Families
Atli Resources Limited Partnership,Atli Resources Limited Partnership
Atlohsa Family Healing Services,Atlohsa Family Healing Services
Atlohsa Family Healing Services Inc,Atlohsa Family Healing Services Inc
Atlohsa Native Family Healing Services,Atlohsa Native Family Healing Services Inc
AtmanCo Inc,AtmanCo Inc
Atoskiwin Training and Employment Centre,Atoskiwin Training and Employment Centre
Atoskiwin Training and Employment Centre Inc,Atoskiwin Training and Employment Centre Inc
Atrexis Systems Ltd,Atrexis Systems Ltd
Attabotics Inc,ATTAbotics Inc
Attawapiskat First Nation,Attawapiskat First Nation
Attawapiskat Limited Partnership,Attawapiskat Limited Partnership
Attention FragÎles,Attention FragÎles
Attrell Hyundai,Attrell Hyundai
Atura Hydrogen Inc,Atura Hydrogen Inc
Atwater Library and Computer Centre,Atwater Library and Computer Centre
Au Coin du Pédaleur Inc,Au Coin du Pédaleur Inc
Auberge Francophone,Auberge Francophone
Auberge Les Trois Soeurs Hôtel-Motel,Auberge Les Trois Soeurs Hôtel-Motel
Auberge Madeleine,Auberge Madeleine
Auberge Terre et Neige Inc,Auberge Terre et Neige Inc
Auberge du Lac Sacacomie Inc,Auberge du Lac Sacacomie Inc
Auberge du coeur l'Envolée,Auberge du coeur l'Envolée
Auberge du coeur le Tournant,Auberge du coeur le Tournant
Auberge et Spa le Nordik Inc,Auberge et Spa le Nordik Inc
Audace au Féminin,Audace au Féminin
Audacia Ventures Inc,Audacia Ventures Inc
Audain Art Museum,Audain Art Museum
Audi St. John's,Audi St. John's
Audi Vaughan,Audi Vaughan
Audio Video Plus Home Furnishings,Audio Video Plus Home Furnishings
Audioptics Medical Inc,Audioptics Medical Inc
Audioptics Medical Incorporated,Audioptics Medical Inc
AuditMap Technologies Inc,AuditMap Technologies Inc
Augurex Life Sciences Corp,Augurex Life Sciences Corporation
Augurex Life Sciences Corp.,Augurex Life Sciences Corporation
Augustine Centre,Augustine Centre
Aultsville Theatre,Aultsville Theatre
Aundeck-Omni-Kaning First Nation,Aundeck-Omni-Kaning First Nation
Aunt Leah's Independent Lifeskills Society,Aunt Leah's Independent Lifeskills Society
Aunt Leah's Place,Aunt Leah's Place
Aupe-Toq Fisheries General Partners Ltd,Aupe-Toq Fisheries General Partners Ltd
Aura Freedom International,Aura Freedom International
Aura Hotel Group Inc,Aura Hotel Group Inc
Aurea Technologies Inc,Aupera Technologies Inc
Aurora Aerial Inc,Aurora Aerial Inc
Aurora College,Aurora College
Aurora Family Therapy Centre,Aurora Family Therapy Centre
Aurora Heat Inc,Aurora Heat Inc
Aurora Hospitality Limited,Aurora Hospitality Limited
Aurora Hydrogen Inc,Aurora Hydrogen Inc
Aurora Scientific Corp,Aurora Scientific Corp
Aurora Solar Technologies,Aurora Solar Technologies
Aurora Wonderland Tours Inc,Aurora Wonderland Tours Inc
Ausable Bayfield Conservation Autho Rity,Ausable Bayfield Conservation Autho Rity
Ausable Bayfield Conservation Authorithy,Ausable Bayfield Conservation Authority
Ausable Bayfield Conservation Authority,Ausable Bayfield Conservation Authority
AusculSciences Canada Inc,AusculSciences Canada Inc
Austeville Properties Ltd,Austeville Properties Ltd
Autism Alliance of Canada,Autism Alliance of Canada
Autism Calgary,Autism Calgary
Autism Nova Scotia,Autism Nova Scotia
Autism Ontario,Autism Ontario
Autism Resource Centre,Autism Resource Centre
Autism Resources Miramichi Inc,Autism Resources Miramichi Inc
Autism Services Incorporated of Windsor & Essex County,Autism Services Inc of Windsor & Essex County
Autism Society Canada,Autism Society Canada
Autism Society of Newfoundland and Labrador Inc,Autism Society of Newfoundland and Labrador Inc
Autism Speaks Canada,Autism Speaks Canada
Auto Canada,Auto Canada
Auto Coiteux Montréal Ltd,Auto Coiteux Montréal Ltd
Auto IQ,Auto IQ
Auto Sénateur Inc,Auto Sénateur Inc
Auto West Group,Auto West Group
Auto World Imports Network,Auto World Imports Network
Auto World Imports Network (AWIN),Auto World Imports Network (AWIN)
AutoMetrics Manufacturing Technologies Inc,AutoMetrics Manufacturing Technologies Inc
Autobus Bell-Horizon Inc,Autobus Bell-Horizon Inc
Autocene Inc,Autocene Inc
Autochargers.ca,Autochargers.ca
Autom River Inc,Autom River Inc
Automatech Robotik Inc,Automatech Robotik Inc
Automator Group Inc,Automator Group Inc
Automobile Consumer Coalition,Automobile Consumer Coalition
Automobile FM Inc,Automobile FM Inc
Automobile J P Yergeau Inc,Automobile J P Yergeau Inc
Automobile J.P. Yergeau Inc,Automobile J.P. Yergeau Inc
Automobile Losier Inc,Automobiles Losier Inc
Automobile Pierre Lefebvre Inc,Automobile Pierre Lefebvre Inc
Automobiles 1030 Inc,Automobiles 1539 Inc
Automobiles 1539 Inc,Automobiles 1539 Inc
Automobiles A Gosselin Inc,Automobiles A Gosselin Inc
Automobiles Boisvert Inc,Automobiles Boisvert Inc
Automobiles Boisvert-Losier Inc,Automobiles Boisvert-Losier Inc
Automobiles Bouchard & Fils Inc,Automobiles Bouchard & Fils Inc
Automobiles G R Corée Longueuil Ltd,Automobiles G R Corée Longueuil Ltd
Automobiles GR Corée Longueuil Ltd,Automobiles GR Corée Longueuil Ltd
Automobiles Guy Beaudoin Inc,Automobiles Guy Beaudoin Inc
Automobiles J D A Inc,Automobiles J D A Inc
Automobiles JDA Inc,Automobiles JDA Inc
Automobiles Jolibourg Inc,Automobiles Jolibourg Inc
Automobiles LaFontaine (2000) Inc,Automobiles LaFontaine (2000) Inc
Automobiles Lafontaine (2000) Inc,Automobiles Lafontaine (2000) Inc
Automobiles Lauzon St-Eustache Inc,Automobiles Lauzon St-Eustache Inc
Automobiles Leviko (1991) Ltd,Automobiles Leviko (1991) Ltd
Automobiles Losier Inc,Automobiles Losier Inc
Automobiles Léveillé Inc,Automobiles Léveillé Inc
Automobiles Paillé Inc,Automobiles Paillé Inc
Automobiles Perron (Chicoutimi) Inc,Automobiles Perron (Chicoutimi) Inc
Automobiles Pierre Méthot Inc,Automobiles Pierre Méthot Inc
Automobiles Relais 2000 Inc,Automobiles Relais 2000 Inc
Automobiles Rimar Inc,Automobiles Rimar Inc
Automobiles Roberge Ltd,Automobiles Roberge Ltd
Automobiles Réjean Laporte & Fils Ltd,Automobiles Réjean Laporte & Fils Ltd
Automobiles Saint-Nicolas Inc,Automobiles Saint-Nicolas Inc
Automobiles Sakichi Inc,Automobiles Sakichi Inc
Automobiles St-Simon Inc,Automobiles St-Simon Inc
Automobiles Sub-Ham Inc,Automobiles Sub-Ham Inc
Automobiles de Wolfsburg Inc,Automobiles de Wolfsburg Inc
Automobiles des Hêtres Inc,Automobiles des Hêtres Inc
Automobiles du Boulevard 2000 Inc,Automobiles du Boulevard 2000 Inc
Automobiles du Royaume Ltd,Automobiles du Royaume Ltd
Automobiles le Passant Inc,Automobiles le Passant Inc
Automont Chevrolet Buick GMC,Automont Chevrolet Buick GMC
Automotive Parts Depot (Canada) Ltd,Automotive Parts Depot (Canada) Ltd
Automotive Parts Manufacturers Association,Automotive Parts Manufacturers' Association
Automotive Parts Manufacturers' Association of Canada,Automotive Parts Manufacturers' Association of Canada
Automotive Recyclers of Canada,Automotive Recyclers of Canada
Autonomic Technologies Inc,Autonomic Technologies Inc
Autoridad de Los Recursos Acuáticos Panama,Autoridad de Los Recursos Acuáticos Panama
Autos Excelsior Inc,Autos Excelsior Inc
Autos Jean-Francois Hamel Ltd,Autos Jean-Francois Hamel Ltd
Autozen Technology Ltd,Autozen Technology Ltd
Auvergne Farms Limited,Auvergne Farms Limited
Auvik Networks Inc,Auvik Networks Inc
Aux Bonheurs des Aînés Lanaudière,Aux Bonheurs des Aînés Lanaudière
Aux Energy Inc,Aux Energy Inc
Aux Mode Inc,Aux Mode Inc
Aux Mode Inc (Aux Mode),Aux Mode Inc (Aux Mode)
Aux Trois Pivots,Aux Trois Pivots
Avalanche Canada,Avalanche Canada
Avalon Battery Corp,Avalon Battery Corporation
Avalon Coal Salt and Oil Ltd,Avalon Coal Salt and Oil Ltd
Avalon Ford Sales 1996 Ltd,Avalon Ford Sales 1996 Ltd
Avalon Holographics Inc,Avalon Holographics Inc
Avalon Industries Ltd,Avalon Industries Ltd
Avalon Laboratories Inc,Avalon Laboratories Inc
Avalon Sexual Assault Centre,Avalon Sexual Assault Centre
Avalon Sexual Assault Centre Society,Avalon Sexual Assault Centre Society
Avalon Space Incorporated,Avalon Space Inc
Avalon West Community Development Corporation,Avalon West Community Development Corporation
Avant-Garde International Ltd,Avant-Garde International Ltd
Avanti Software Inc,Avanti Software Inc
Avara Solutions Inc,Avara Solutions Inc
Avataa Explorations and Logistics Inc.,Avataa Explorations and Logistics Inc
Avataq Cultural Institute Inc,Avataq Cultural Institute Inc
Avataq Cultural Institute Inc.,Avataq Cultural Institute Inc
Avateq Corp,Avateq Corp
Avato Systems Inc,Avato Systems Inc
Avcorp Industries Inc,Avcorp Industries Inc
Avena Foods Limited,Avena Foods Limited
Aventure Chasse Et Pêche Inc,Aventure Chasse et Pêche Inc
Aventure Chasse et Pêche inc,Aventure Chasse et Pêche inc
Aventure chasse et pêche Inc,Aventure Chasse et Pêche Inc
Avenue B Harm Reduction Inc,Avenue B Harm Reduction Inc
Avenue du Golf Inc,Avenue du Golf Inc
AvenueHQTechnology Inc,AvenueHQ Technology Inc
Avestec Technologies Inc,Avestec Technologies Inc
Avetria Networks Inc,Avetria Networks Inc
Avi-Nat Poultry Inc,Avi-Nat Poultry Inc
Avianor Inc,Avianor Inc
Aviation History NL Inc,Aviation History NL Inc
Aviculture K D E M Inc,Aviculture K D E M Inc
Avidbots Corp,Avidbots Corp
Avior Integrated Products Inc,Avior Integrated Products Inc
Avivagen Inc,Avivagen Inc
Avivo Biomedical Inc,Avivo Biomedical Inc
Avon Maitland District School Board,Avon Maitland District School Board
Avondale Golf (2003) Inc,Avondale Golf (2003) Inc
Avonos Airdrie Ltd Avonos Holdings Ltd,Avonos Airdrie Ltd Avonos Holdings Ltd
Avrij Inc,Avrij Inc
Aware360 Ltd,Aware360 Ltd
Awasis Agency of Northern Manitoba,Awasis Agency of Northern Manitoba
"Awasis Nehiyawewini Energy Development Corp, Awasis Nehiyawewini Energy Development Limited Partnership","Awasis Nehiyawewini Energy Development Corp, Awasis Nehiyawewini Energy Development Limited Partnership"
Awasis Solar Limited Partnership,Awasis Solar Limited Partnership
