"org_id","dept_code","PAS","abbr_en","legal_title_en","applied_title_en","old_applied_title_en","description_en","ministry","institutional_form","incorp_yr","end_yr","status","dp_status","enabling_instrument_en","FAA_schedule_institutional","FAA_schedule_HR_status","federal_ownership_en","auditor_en","notes_en","dept_website_en","eval_url_en","article1_fr","article2_fr","other_lang_abbr","other_lang_legal_title","other_lang_applied_title"
230,"NSERC","NSE","NSERC","Natural Sciences and Engineering Research Council","Natural Sciences and Engineering Research Council of Canada",,"The Minister of Innovation, Science and Economic Development is responsible for this organization.     The Natural Sciences and Engineering Research Council of Canada (NSERC)  is a key actor in making Canada a leading country of discovery and  innovation. NSERC aims to maximize the value of public investments in  research and development (R&D) and to advance the prosperity and quality  of life of all Canadians. In today’s highly competitive global economy,  NSERC plays a key role in supporting Canada’s innovation ecosystem.  NSERC supports research that benefits all Canadians. By connecting this  innovative research to industry through its partnership initiatives,  NSERC also makes it easier for the private sector to collaborate with  academia and access the wealth of resources Canada’s first-rate academic  system has to offer. NSERC develops the next generation of talented  scientists and engineers through scholarships and research stipends, and increases the visibility of Canadian research.",7,"dept_corp",1978,,"a",1,"Natural Sciences and Engineering Research Council Act, R.S.C. 1985, c. N-21","II","V",,,,"www.nserc-crsng.gc.ca",,"le","du","CRSNG","Conseil de recherches en sciences naturelles et en génie","Conseil de recherches en sciences naturelles et en génie du Canada"
231,,,,"Nature Trust of British Columbia, The",,,"To conserve British Columbia's biological diversity through securement and management of ecologically significant lands",15,"shared_gov_corp",1971,,"a",0,"Canada Corporations Act, R.S.C. 1970, c. C-32",,,"1/17 board members","DMCL LLP",,"www.naturetrust.bc.ca",,,,,"Nature Trust of British Columbia, The",
232,,,,"NAV CANADA",,,"To acquire, own, manage, operate, and develop the Canadian civil air navigation system in a safe, secure, efficient, and cost-effective manner.",2,"shared_gov_corp",1996,,"a",0,"Canada Not-for-profit Corporations Act (S.C. 2009, c. 23)",,,"3/15 board members","KPMG LLP",,"www.navcanada.ca",,,,,"NAV CANADA",
233,,,,"Joint Public Advisory Committee (JPAC) of the Commission for Environmental Cooperation (CEC)",,,"To advise the Council of the Commission for Environmental Cooperation on matters within the scope of the Agreement on Environmental Cooperation, a parallel agreement of the Canada-United States-Mexico Agreement.",23,"inter_org",1994,,"a",0,"The Committee was created pursuant to the North American Agreement on Environmental Cooperation",,,"3/9 board members","Deloitte LLP","Formerly known as the North American Commission for Environmental Cooperation – Joint Public Advisory Committee.","www.cec.org",,,,,"Comité consultatif public mixte (CCPM) de la Commission de coopération environnementale (CCE)",
234,,,,"North Portage Development Corporation (operating as The Forks North Portage Partnership)",,,"To act as a catalyst, encouraging activities for people in the downtown area through public and private partnerships and revitalization strategies; and to work to ensure financial self-sufficiency.",7,"joint_enterprise",1983,,"a",0,"Corporations Act, C.C.S.M. c. 225",,,"33.33 per cent (one common share) ownership","MNP LLP",,"https://www.theforks.com/about/partnership",,,,,"North Portage Development Corporation (exploitée sous le nom de The Forks North Portage Partnership)",
235,"NPA","NPA","NPA","Northern Pipeline Agency","Northern Pipeline Agency Canada",,"The Northern Pipeline Agency (NPA) was established by the Northern Pipeline Act in 1978 and, in the context of the 1977 Agreement Between Canada and the United States of America on Principles Applicable to a Northern Natural Gas Pipeline. The NPA has a mandate to carry out federal responsibilities in respect of the planning and construction of the Canadian portion of the Alaska Natural Gas Pipeline. The NPA plays a key role in supporting efficient and expeditious regulatory approval while ensuring environmental protection and social and economic benefits for Canada.    The Minister of Energy and Natural Resources is responsible for this organization.",10,"dept_agency",1978,,"a",1,"Northern Pipeline Act, R.S.C. 1985, c. N-26","I.1","V",,,,"https://northern-pipeline.canada.ca/home",,"l'","de l'","APN","Administration du pipe-line du Nord","Administration du pipe-line du Nord Canada"
237,"OICC","HIC","HICC","Department of Housing, Infrastructure and Communities","Housing, Infrastructure and Communities Canada","Infrastructure Canada","Housing, Infrastructure and Communities Canada makes significant investments in housing and public infrastructure, addresses homelessness needs, builds public-private-partnerships, and delivers programs that improve Canadians' quality of life by making our communities more resilient, accessible and inclusive, while creating jobs and supporting economic growth. The Minister of Housing, Infrastructure and Communities is responsible for this organization.",8,"dept_agency",2002,,"a",1,"Department of Housing, Infrastructure and Communities Act","I","IV",,,"The Department of Housing, Infrastructure and Communities was established after the publication of the 2024–25 Main Estimates and unexpended appropriations from the Office of Infrastructure of Canada were deemed to be appropriated to the new Department (Department of Housing, Infrastructure and Communities Act).","https://housing-infrastructure.canada.ca/",,,,"LICC","Ministère du Logement, de l’Infrastructure et des Collectivités","Logement, Infrastructure et Collectivités Canada"
238,"OAG","AUD","OAG","Office of the Auditor General","Office of the Auditor General of Canada",,"The Office of the Auditor General of Canada (OAG) is the legislative audit office of the federal government and the 3 northern territories. The OAG's work is mainly focused on financial audits, performance audits, special examinations, and sustainable development monitoring activities and environmental petitions. Our audits provide objective information, advice, and assurance to Parliament, territorial legislatures, governments, Crown corporations, and Canadians. With our reports and our participation in the hearings that study them, we assist parliamentarians and territorial legislators in their work on the authorization and oversight of government spending and operations. The Minister of Finance is responsible for tabling the Auditor General’s administrative reports in Parliament, including the Departmental Plan and Departmental Results Report.",19,"agents_parl",1878,,"a",1,"Auditor General Act, R.S.C. 1985, c. A-17 Financial Administration Act, R.S.C. 1985, c. F-11","I.1","V",,,,"www.oag-bvg.gc.ca",,"le","du","BVG","Bureau du vérificateur général","Bureau du vérificateur général du Canada"
239,"CEO","CEO","elections","Office of the Chief Electoral Officer",,,"The Office of the Chief Electoral Officer, commonly known as Elections Canada, is an independent, non-partisan agency that reports directly to Parliament. Its mandate is to be prepared to conduct a federal general election, by-election or referendum; to administer the political financing provisions of the Canada Elections Act ; to monitor compliance with electoral legislation; to conduct public information campaigns on voter registration, voting and becoming a candidate; to conduct education programs for students on the electoral process; to provide support to the independent commissions in charge of adjusting the boundaries of federal electoral districts following each decennial census; to carry out studies on alternative voting methods and, with the approval of parliamentarians, test alternative voting processes for future use during electoral events; to provide assistance and co-operation in electoral matters to electoral agencies in other countries or to international organizations.",15,"agents_parl",1920,,"a",1,"Canada Elections Act, S.C. 2000, c. 9; Electoral Boundaries Readjustment Act, R.S.C., 1985, c. E-3; Referendum Act, S.C. 1992, c. 30","I.1","IV",,,,"www.elections.ca",,"le","du","elections","Bureau du directeur général des élections",
240,"FJA","FJA","FJA","Office of the Commissioner for Federal Judicial Affairs","Office of the Commissioner for Federal Judicial Affairs Canada",,"The Office of the Commissioner for Federal Judicial Affairs (FJA)  provides services to the Canadian judiciary and promotes judicial independence.    The Minister of Justice and Attorney General of Canada is responsible for this organization.",20,"dept_agency",1978,,"a",1,"Judges Act, R.S.C. 1985, c. J-1","I.1","IV",,,,"www.fja-cmf.gc.ca",,"le","du","CMF","Commissariat à la magistrature fédérale","Commissariat à la magistrature fédérale Canada"
