year,standard,standard_comment_en,standard_comment_fr,lower,upper,met_count,count,is_target_met
2018,1678,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is to be determined.",Le SCC développe actuellement sa capacité de rapporter le nombre de victimes ayant reçu des informations à travers le Portail des Victimes. Le SCC a aussi lancé une Stratégie de communication et de sensibilisation avec comme but d’augmenter la visibilité du Service d’information des victimes et la possibilité de l’utiliser sur le Portail. Le SCC prévoit pouvoir commencer à rapporter les résultats reliés aux indicateurs établis d’ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats est à déterminer.,75.0,100,0,0,0
2019,1678,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to identify and publish results in relation to established indicators by March 31, 2021.","Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion
de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la
conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier et publier les résultats par rapport
aux indicateurs établis d'ici le 31 mars 2021.",75.0,100,0,0,0
2020,1678,,,80.0,100,8,8,1
2021,1678,,,80.0,100,6,6,1
2020,1679,,,80.0,100,6,6,1
2021,1679,,,80.0,100,0,0,0
2022,167,The RCMP is not able to set national service standards for contract policing.,,0.0,100,0,0,0
2020,167,"National operational and administrative standards for the RCMP refer to the operational policies and procedures for the organization.  As such, they reflect how policing services are delivered more broadly on an ongoing basis across the country. The RCMP does not have traditional performance measurement mechanisms with which to measure these standards.","Les normes opérationnelles et administratives nationales de la GRC font référence aux politiques et aux procédures opérationnelles de l’organisation. En tant que telles, elles reflètent la façon dont les services de police sont fournis de façon plus générale et continue dans tout le pays. La GRC ne dispose pas de mécanismes traditionnels de mesure du rendement pour évaluer ces normes.",0.0,100,0,0,0
2021,167,,,0.0,100,0,0,0
2020,1680,,,80.0,100,41,41,1
2021,1680,,,80.0,100,21,21,1
2020,1681,,,80.0,100,11,11,1
2021,1681,,,80.0,100,51,52,1
2018,1682,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to begin identifying results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is yet to be determined.",Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier les résultats par rapport aux indicateurs établis d'ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats n'a pas encore été déterminée.,85.0,100,0,0,0
2019,1682,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on
compliance within established timeframes. We expect to have the capacity to identify and publish results in relation to established indicators by March 31, 2021.","Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion
de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la
conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier et publier les résultats par rapport
aux indicateurs établis d'ici le 31 mars 2021.",85.0,100,0,0,0
2022,1683,,,85.0,100,3346,3346,1
2018,1683,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to begin identifying results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is yet to be determined.",Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier les résultats par rapport aux indicateurs établis d'ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats n'a pas encore été déterminée.,75.0,100,0,0,0
2019,1683,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to identify and publish results in relation to established indicators by March 31, 2021.","Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion
de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la
conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier et publier les résultats par rapport
aux indicateurs établis d'ici le 31 mars 2021.",75.0,100,0,0,0
2020,1683,,,85.0,100,2479,2479,1
2021,1683,,,85.0,100,3149,3149,1
2022,1684,"Performance targets could not be met for all CITES permit categories as a result of permitting staff shifting to primarily working remotely due to COVID19 for fiscal year 2020-21. This required alternative permit delivery methods to be designed, tested and implemented. Performance targets were back on track in second half of the year and expect to continue to remain on track next fiscal year.","Toutes les cibles de rendement pour les catégories de permis CITES n'ont pas été rencontrées en raison de la transition au travail à distance liée à la pandémie de COVID19 pour l’exercice financier 2020-2021. De nouveaux processus pour la délivrance de permis CITES ont dû être conçus, vérifiés et mis en œuvre. Les cibles de rendement étaient de retour sur la bonne voie à la mi-année et sont prévues de l'être aussi pour la prochaine année fiscale.",90.0,100,1124,1183,1
2018,1684,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to begin identifying results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is yet to be determined.",Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier les résultats par rapport aux indicateurs établis d'ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats n'a pas encore été déterminée.,75.0,100,0,0,0
2019,1684,"CSC has been tracking information for service standards in the Customer Relationship Management (CRM) Victim Application Module since June 1, 2016, and is currently developing the capacity to report on compliance within established timeframes. We expect to have the capacity to identify and publish results in relation to established indicators by March 31, 2021.","Le SCC fait le suivi relatif aux deux normes de service du module d'application pour les victimes de la gestion
de la relation client depuis le 1er juin 2016 et élabore actuellement la capacité de rendre compte de la
conformité dans les délais impartis. Le SCC prévoit pouvoir commencer à identifier et publier les résultats par rapport
aux indicateurs établis d'ici le 31 mars 2021.",75.0,100,0,0,0
2020,1684,"Performance targets could not be met for all CITES permit categories as a result of permitting staff shifting to primarily working remotely due to COVID19 for fiscal year 2020-21. This required alternative permit delivery methods to be designed, tested and implemented. Performance targets were back on track in second half of the year and expect to continue to remain on track next fiscal year.","Toutes les cibles de rendement pour les catégories de permis CITES n'ont pas été rencontrées en raison de la transition au travail à distance liée à la pandémie de COVID19 pour l’exercice financier 2020-2021. De nouveaux processus pour la délivrance de permis CITES ont dû être conçus, vérifiés et mis en œuvre. Les cibles de rendement étaient de retour sur la bonne voie à la mi-année et sont prévues de l'être aussi pour la prochaine année fiscale.",90.0,100,536,865,0
2021,1684,"Performance targets could not be met for all CITES permit categories as a result of permitting staff shifting to primarily working remotely due to COVID19 for fiscal year 2020-21. This required alternative permit delivery methods to be designed, tested and implemented. Performance targets were back on track in second half of the year and expect to continue to remain on track next fiscal year.","Toutes les cibles de rendement pour les catégories de permis CITES n'ont pas été rencontrées en raison de la transition au travail à distance liée à la pandémie de COVID19 pour l’exercice financier 2020-2021. De nouveaux processus pour la délivrance de permis CITES ont dû être conçus, vérifiés et mis en œuvre. Les cibles de rendement étaient de retour sur la bonne voie à la mi-année et sont prévues de l'être aussi pour la prochaine année fiscale.",90.0,100,536,865,0
2022,1685,,,90.0,100,94,98,1
2020,1685,,,90.0,100,117,124,1
2021,1685,,,90.0,100,117,124,1
2022,1686,,,95.0,100,6115,6115,1
2018,1686,"CSC is currently developing the capacity to report the number of victims who receive information through the Victims Portal. CSC has also launched a Communications and Outreach Strategy with the goal of increasing awareness of CSC Victim Information Services and the option to use the Portal. CSC expects to begin reporting results in relation to established indicators by September 30, 2020. The date by which CSC will publish results is to be determined.",Le SCC développe actuellement sa capacité de rapporter le nombre de victimes ayant reçu des informations à travers le Portail des Victimes. Le SCC a aussi lancé une Stratégie de communication et de sensibilisation avec comme but d’augmenter la visibilité du Service d’information des victimes et la possibilité de l’utiliser sur le Portail. Le SCC prévoit pouvoir commencer à rapporter les résultats reliés aux indicateurs établis d’ici le 30 septembre 2020. La date à laquelle le SCC publiera les résultats est à déterminer.,75.0,100,0,0,0
