"dept_code","type","name_en","name_fr","pa_last_year_5_auth","pa_last_year_5_exp","pa_last_year_4_auth","pa_last_year_4_exp","pa_last_year_3_auth","pa_last_year_3_exp","pa_last_year_2_auth","pa_last_year_2_exp","pa_last_year_auth","pa_last_year_exp"
"GG","g","(S) Annuities payable under the Governor General's Act","(S) Pensions payables en vertu de la Loi sur le gouverneur général",536517,536517,545374,545374,551361,551361,560186,560186,567469,567469
"GSC","c","Canadian Language Sector Enhancement Program","Programme de renforcement du secteur langagier au Canada",5497037,5463823,0,0,0,0,0,0,0,0
"GSC","g","(S) Payment in lieu of taxes to municipalities and other taxing authorities","(S) Paiement en remplacement d'impôts fonciers versés aux municipalités et à d'autres autorités taxatrices",513882534,513882534,535347554,535347554,549406363,549406363,450405782,450405782,593474917,593474917
"GSC","g","(S) Recoveries from custodian departments","(S) Recouvrement auprès des ministères ayant la garde des biens immobiliers",-514917053,-514917053,-535348287,-535348287,-549406363,-549406363,-450405472,-450405472,-562019872,-562019872
"H","c","(S) Pallium Foundation of Canada to support training in palliative care to front-line health care providers","(S) Fondation Pallium du Canada à l’appui de la formation en soins palliatifs dispensée aux fournisseurs de soins de santé de première ligne",0,0,169296,169296,1081862,1081862,960441,960441,788401,788401
"H","c","Canada Brain Research Fund to Advance Knowledge for the Treatment of Brain Disorders","Fonds canadien de recherche sur le cerveau pour faire progresser les connaissances sur le traitement des troubles du cerveau",10000000,10000000,6747567,6747567,20000000,5404909,20000000,6180793,24992085,24992085
"H","c","Contributions for First Nations and Inuit Health Infrastructure Support","Contributions au soutien à l'infrastructure de santé des Premières Nations et des Inuits",264499071,264499071,482855878,482855878,611949625,611949625,637662686,637662686,752135571,752135571
"H","c","Contributions for First Nations and Inuit Primary Health Care","Contributions aux soins de santé primaires des Premières Nations et des Inuits",703217967,700514841,675173550,675173550,641237818,641124657,660238438,659852641,738202534,694651345
"H","c","Contributions for First Nations and Inuit Supplementary Health Benefits","Contributions aux prestations supplémentaires en santé des Premières Nations et des Inuits",197620122,195604335,195140821,195140821,194225465,191378390,202668836,200370251,211160821,210429939
"H","c","Contribution to strengthen Canada's organs and tissues donation and transplantation system","Contribution destinée à renforcer le système de don et de transplantation de tissus et d'organes au Canada",3580000,3580000,3432179,3432179,3580000,3580000,3580000,3580000,3580000,3580000
"H","c","Contribution to the Canadian Agency for Drugs and Technologies in Health","Contribution à l'Agence canadienne des médicaments et des technologies de la santé",0,0,16396848,16396848,16058769,16058769,16058769,16058769,16058769,16058769
"H","c","Canadian Blood Services: Blood Research and Development","Société canadienne du sang : programme de recherche et de développement sur le sang",0,0,5000000,5000000,5000000,5000000,5000000,5000000,5175000,5175000
"H","c","Contribution to the Canadian Institute for Health Information","Contribution à l'Institut canadien d'information sur la santé",81746294,81746294,79293905,79293905,77758979,77758979,78508979,78508979,78863979,78863979
"H","c","Contribution to the Canadian Partnership Against Cancer","Contribution au Partenariat canadien contre le cancer",50000000,50000000,48500000,48500000,47500000,47500000,47500000,47296994,47500000,47500000
"H","c","Contribution to the Canadian Patient Safety Institute","Contribution à l'Institut canadien sur la sécurité des patients",0,0,7760000,7760000,7600000,7600000,7600000,7600000,7600000,7600000
"H","c","Health Care Policy Contribution Program","Programme de contributions pour les politiques en matière de soins de santé",28344673,27399435,19712535,19712535,23359000,20382789,19430484,17839928,10642698,9284670
"H","c","Mood Disorders Society of Canada","Société pour les troubles de l'humeur du Canada",373200,373200,1951800,1951800,2000000,1999990,550000,550000,325000,325000
"H","c","Official Languages Health Contribution Program","Programme de contribution pour les langues officielles en santé",38300000,38300000,24861552,24861552,36400000,35835074,36400000,36399999,36400000,36400000
"H","c","Anti-Drug Strategy Initiatives","Initiative de la stratégie antidrogue",0,0,0,0,17637677,12896914,26100014,25467729,23296410,22793236
"H","c","Territorial Health Investment Fund","Fonds d'investissement en santé pour les territoires",0,0,0,0,27000000,26190000,23000000,22990300,20000000,20000000
"H","g","(S) Grant to Canada Health Infoway Inc. to accelerate the development of electronic health records, common information technology standards accross the country, and the further applications of te","(S) Subvention au profit de Inforoute Santé du Canada Inc. dans le but d'accélérer le développement des télédossiers de santé et l'élaboration de normes communes de télématique dans l'ensemble du Canada, ainsi que de perfectionner les",122492128,122492128,106193803,106193803,87956664,87956664,82700467,82700467,37877924,37877924
"H","g","Grant to support the Mental Health Commission of Canada","Subvention pour appuyer la Commission de la santé mentale du Canada",15000000,15000000,14550000,14550000,14250000,14250000,14250000,14250000,14250000,14243652
"H","g","Grant to the Canadian Centre on Substance Abuse","Subvention au Centre canadien de lutte contre l'alcoolisme et les toxicomanies",3750000,3750000,3562500,3562500,3562500,3562500,0,0,0,0
"H","g","Grant to the Health Council of Canada","Subvention au Conseil de la santé du Canada",8000000,6226346,5951223,5951223,4000000,1152000,0,0,0,0
"H","c","Contribution to Canada Health Infoway","Contribution à Inforoute Santé du Canada",0,0,0,0,0,0,0,0,21000000,21000000
"H","c","McMaster University – Teams Advancing Patient Experience: Strengthening Quality","Université McMaster – Équipes pour l'avancée de l’expérience des patients : renforcement de la qualité",0,0,1742000,1742000,2416500,2416500,2341500,2341500,0,0
"H","c","Assessed contribution to the Pan-American Health Organization (PAHO)","Contribution établie versée à l'Organisation panaméricaine de la santé (OPS)",12039402,11869615,0,0,0,0,0,0,0,0
"H","c","Contributions in support of the federal tobacco control strategy","Contributions à l'appui de la Stratégie fédérale de lutte contre le tabagisme",2000000,0,0,0,0,0,0,0,0,0
"H","c","Drug Strategy Community Initiatives Fund","Fonds des initiatives communautaires de la stratégie antidrogue",9800605,9800605,4473038,4473038,0,0,0,0,0,0
"H","c","Drug Treatment Funding Program","Programme de financement du traitement de la toxicomanie",27883419,27883419,13537265,13537265,0,0,0,0,0,0
"H","c","Women's Health Contributions Program","Programme de contributions pour la santé des femmes",2850000,2850000,0,0,0,0,0,0,0,0
"H","g","Grants to eligible non-profit international organizations in support of their projects or programs on health","Subventions à des organismes internationaux sans but lucratif admissibles pour soutenir des projets ou programmes sur la santé",1181692,1109541,0,0,0,0,0,0,0,0
"H","g","Grant to the Canadian Agency for Drugs and Technologies in Health","Subvention à l'Agence canadienne des médicaments et des technologies de la santé",16903967,16903967,0,0,0,0,0,0,0,0
"H","g","Grant to the Canadian Blood Services: Blood Safety and Effectiveness and Research and Development","Subvention à la Société canadienne du sang : recherche et développement sur la sûreté du sang et l'efficacité de l'approvisionnement en sang",5000000,5000000,0,0,0,0,0,0,0,0
"H","g","Grant to the Canadian Patient Safety Institute","Subvention à l'Institut canadien sur la sécurité des patients",8000000,8000000,0,0,0,0,0,0,0,0
"H","g","Grant to the Government of Northwest Territories for the Territorial Health System Sustainability","Subvention accordée au gouvernement des Territoires du Nord-Ouest pour l'Initiative sur la viabilité des systèmes de santé territoriaux",7533334,7533334,7533334,7533334,0,0,0,0,0,0
"H","g","Grant to the Government of Nunavut for the Territorial Health System Sustainability Initiative","Subvention accordée au gouvernement du Nunavut pour l'Initiative sur la viabilité des systèmes de santé territoriaux",14533333,14533333,14533333,14533333,0,0,0,0,0,0
"H","g","Grant to the Government of Yukon for the Territorial Health System Sustainability Initiative","Subvention accordée au gouvernement du Yukon pour l'Initiative sur la viabilité des systèmes de santé territoriaux",7933333,7933333,7933333,7933333,0,0,0,0,0,0
"H","c","Thalidomide Survivors Contribution Program","Programme de contributions aux survivants de la thalidomide",0,0,0,0,0,0,8000000,8000000,11185847,11185847
"H","c","Contribution to the Canadian Foundation for Healthcare Improvement","Contribution à la Fondation canadienne pour l’amélioration des services de santé",0,0,0,0,0,0,2000000,2000000,17000000,17000000
"HC","c","Payments to Parliamentary and Procedural Associations","Paiements aux associations parlementaires et de procédure",940055,870013,946920,946920,989696,989696,1012033,1012033,977354,977354
"HRSD","c","(S) Payments related to the direct financing arrangement under the Canada Student Financial Assistance Act","(S) Paiements liés aux modalités de financement direct accordés en vertu de la Loi fédérale sur l'aide financière aux étudiants",399440154,399440154,454428556,454428556,524797965,524797965,516153688,516153688,553280789,553280789
"HRSD","c","(S) The provision of funds for interest and other payments to lending institutions and liabilities under the Canada Student Financial Assistance Act","(S) Paiements d'intérêts et autres obligations aux institutions de crédit en vertu de la Loi fédérale sur l'aide financière aux étudiants",10982627,10982627,9756281,9756281,9599947,9599947,7321936,7321936,5470040,5470040
